No.,Time,Source,Destination,Length,Protocol,TCP Delta,Sequence Number,TCP Segment Len,ACK,Calculated window size,Bytes in flight,Info,Phase
6336,8.15203,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8379542,1460,1,262144,176660,52343  >  5201[BoundErrorUnreassembled Packet],
6337,8.15203,192.168.10.184,192.168.10.196,1514,iPerf3,0,8381002,1460,1,262144,178120,52343  >  5201[BoundErrorUnreassembled Packet],
6338,8.152031,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8382462,1460,1,262144,179580,52343  >  5201[BoundErrorUnreassembled Packet],
6339,8.152032,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8383922,1460,1,262144,181040,52343  >  5201[BoundErrorUnreassembled Packet],
6340,8.152032,192.168.10.184,192.168.10.196,1514,iPerf3,0,8385382,1460,1,262144,182500,52343  >  5201[BoundErrorUnreassembled Packet],
6341,8.152033,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8386842,1460,1,262144,183960,52343  >  5201[BoundErrorUnreassembled Packet],
6342,8.152034,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8388302,1460,1,262144,185420,52343  >  5201[BoundErrorUnreassembled Packet],
6343,8.152034,192.168.10.184,192.168.10.196,1514,iPerf3,0,8389762,1460,1,262144,186880,52343  >  5201[BoundErrorUnreassembled Packet],
6344,8.152035,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8391222,1460,1,262144,188340,52343  >  5201[BoundErrorUnreassembled Packet],
6345,8.152036,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8392682,1460,1,262144,189800,52343  >  5201[BoundErrorUnreassembled Packet],
6346,8.152037,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8394142,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
6347,8.152037,192.168.10.184,192.168.10.196,1514,iPerf3,0,8395602,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
6348,8.152038,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8397062,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
6349,8.152038,192.168.10.184,192.168.10.196,1514,iPerf3,0,8398522,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
6350,8.152039,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8399982,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
6351,8.15204,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8401442,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
6352,8.15204,192.168.10.184,192.168.10.196,1514,iPerf3,0,8402902,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
6353,8.152041,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8404362,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6354,8.152042,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8405822,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6355,8.152042,192.168.10.184,192.168.10.196,1514,iPerf3,0,8407282,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6356,8.154007,192.168.10.196,192.168.10.184,54,TCP,0.001965,1,0,8223322,212992,,5201  >  52343 [ACK] Seq=1 Ack=8223322 Win=212992 Len=0,
6357,8.154162,192.168.10.184,192.168.10.196,1514,iPerf3,0.000155,8408742,1460,1,262144,186880,52343  >  5201[BoundErrorUnreassembled Packet],
6358,8.154162,192.168.10.184,192.168.10.196,1514,iPerf3,0,8410202,1460,1,262144,188340,52343  >  5201[BoundErrorUnreassembled Packet],
6359,8.154163,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8411662,1460,1,262144,189800,52343  >  5201[BoundErrorUnreassembled Packet],
6360,8.154164,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8413122,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
6361,8.154165,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8414582,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
6362,8.154165,192.168.10.184,192.168.10.196,1514,iPerf3,0,8416042,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
6363,8.154166,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8417502,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
6364,8.154167,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8418962,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
6365,8.154167,192.168.10.184,192.168.10.196,1514,iPerf3,0,8420422,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
6366,8.154168,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8421882,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
6367,8.154169,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8423342,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6368,8.154169,192.168.10.184,192.168.10.196,1514,iPerf3,0,8424802,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6369,8.15417,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8426262,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6370,8.154632,192.168.10.196,192.168.10.184,54,TCP,0.000462,1,0,8229162,212992,,5201  >  52343 [ACK] Seq=1 Ack=8229162 Win=212992 Len=0,
6371,8.154754,192.168.10.184,192.168.10.196,1514,iPerf3,0.000122,8427722,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
6372,8.154755,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8429182,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6373,8.154756,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8430642,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6374,8.154757,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8432102,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6375,8.154953,192.168.10.196,192.168.10.184,54,TCP,0.000196,1,0,8258362,212992,,5201  >  52343 [ACK] Seq=1 Ack=8258362 Win=212992 Len=0,
6376,8.155098,192.168.10.184,192.168.10.196,1514,iPerf3,0.000145,8433562,1460,1,262144,176660,52343  >  5201[BoundErrorUnreassembled Packet],
6377,8.155099,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8435022,1460,1,262144,178120,52343  >  5201[BoundErrorUnreassembled Packet],
6378,8.1551,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8436482,1460,1,262144,179580,52343  >  5201[BoundErrorUnreassembled Packet],
6379,8.155101,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8437942,1460,1,262144,181040,52343  >  5201[BoundErrorUnreassembled Packet],
6380,8.155101,192.168.10.184,192.168.10.196,1514,iPerf3,0,8439402,1460,1,262144,182500,52343  >  5201[BoundErrorUnreassembled Packet],
6381,8.155102,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8440862,1460,1,262144,183960,52343  >  5201[BoundErrorUnreassembled Packet],
6382,8.155103,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8442322,1460,1,262144,185420,52343  >  5201[BoundErrorUnreassembled Packet],
6383,8.155103,192.168.10.184,192.168.10.196,1514,iPerf3,0,8443782,1460,1,262144,186880,52343  >  5201[BoundErrorUnreassembled Packet],
6384,8.155104,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8445242,1460,1,262144,188340,52343  >  5201[BoundErrorUnreassembled Packet],
6385,8.155104,192.168.10.184,192.168.10.196,1514,iPerf3,0,8446702,1460,1,262144,189800,52343  >  5201[BoundErrorUnreassembled Packet],
6386,8.155105,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8448162,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
6387,8.155106,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8449622,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
6388,8.155107,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8451082,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
6389,8.155108,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8452542,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
6390,8.155108,192.168.10.184,192.168.10.196,1514,iPerf3,0,8454002,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
6391,8.155109,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8455462,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
6392,8.155109,192.168.10.184,192.168.10.196,1514,iPerf3,0,8456922,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
6393,8.15511,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8458382,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6394,8.155111,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8459842,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6395,8.155111,192.168.10.184,192.168.10.196,1514,iPerf3,0,8461302,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6396,8.155746,192.168.10.196,192.168.10.184,54,TCP,0.000635,1,0,8259822,212992,,5201  >  52343 [ACK] Seq=1 Ack=8259822 Win=212992 Len=0,
6397,8.155853,192.168.10.184,192.168.10.196,1514,iPerf3,0.000107,8462762,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6398,8.23805,192.168.10.196,192.168.10.184,54,TCP,0.082197,1,0,8275882,212992,,5201  >  52343 [ACK] Seq=1 Ack=8275882 Win=212992 Len=0,
6399,8.238212,192.168.10.184,192.168.10.196,1514,iPerf3,0.000162,8464222,1460,1,262144,189800,52343  >  5201[BoundErrorUnreassembled Packet],
6400,8.238213,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8465682,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
6401,8.238214,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8467142,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
6402,8.238214,192.168.10.184,192.168.10.196,1514,iPerf3,0,8468602,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
6403,8.238215,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8470062,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
6404,8.238216,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8471522,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
6405,8.238216,192.168.10.184,192.168.10.196,1514,iPerf3,0,8472982,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
6406,8.238217,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8474442,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
6407,8.238218,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8475902,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6408,8.238218,192.168.10.184,192.168.10.196,1514,iPerf3,0,8477362,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6409,8.238219,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8478822,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6410,8.23822,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8480282,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
6411,8.279162,192.168.10.196,192.168.10.184,54,TCP,0.040942,1,0,8283182,212992,,5201  >  52343 [ACK] Seq=1 Ack=8283182 Win=212992 Len=0,
6412,8.279286,192.168.10.184,192.168.10.196,1514,iPerf3,0.000124,8481742,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
6413,8.279287,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8483202,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6414,8.279288,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8484662,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6415,8.279288,192.168.10.184,192.168.10.196,1514,iPerf3,0,8486122,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6416,8.279289,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8487582,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
6417,8.279963,192.168.10.196,192.168.10.184,54,TCP,0.000674,1,0,8300702,212992,,5201  >  52343 [ACK] Seq=1 Ack=8300702 Win=212992 Len=0,
6418,8.280044,192.168.10.184,192.168.10.196,1514,iPerf3,0.000081,8489042,1460,1,262144,189800,52343  >  5201[BoundErrorUnreassembled Packet],
6419,8.280045,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8490502,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
6420,8.280046,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8491962,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
6421,8.280046,192.168.10.184,192.168.10.196,1514,iPerf3,0,8493422,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
6422,8.280047,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8494882,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
6423,8.280047,192.168.10.184,192.168.10.196,1514,iPerf3,0,8496342,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
6424,8.280048,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8497802,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
6425,8.280048,192.168.10.184,192.168.10.196,1514,iPerf3,0,8499262,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
6426,8.280049,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8500722,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6427,8.28005,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8502182,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6428,8.28005,192.168.10.184,192.168.10.196,1514,iPerf3,0,8503642,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6429,8.280051,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8505102,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
6430,8.281446,192.168.10.196,192.168.10.184,54,TCP,0.001395,1,0,8313842,212992,,5201  >  52343 [ACK] Seq=1 Ack=8313842 Win=212992 Len=0,
6431,8.281523,192.168.10.184,192.168.10.196,1514,iPerf3,0.000077,8506562,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
6432,8.281523,192.168.10.184,192.168.10.196,1514,iPerf3,0,8508022,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
6433,8.281524,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8509482,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
6434,8.281525,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8510942,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
6435,8.281525,192.168.10.184,192.168.10.196,1514,iPerf3,0,8512402,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
6436,8.281526,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8513862,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6437,8.281526,192.168.10.184,192.168.10.196,1514,iPerf3,0,8515322,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6438,8.281526,192.168.10.184,192.168.10.196,1514,iPerf3,0,8516782,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6439,8.281527,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8518242,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
6440,8.283811,192.168.10.196,192.168.10.184,54,TCP,0.002284,1,0,8337202,212992,,5201  >  52343 [ACK] Seq=1 Ack=8337202 Win=212992 Len=0,
6441,8.283896,192.168.10.184,192.168.10.196,1514,iPerf3,0.000085,8519702,1460,1,262144,183960,52343  >  5201[BoundErrorUnreassembled Packet],
6442,8.283896,192.168.10.184,192.168.10.196,1514,iPerf3,0,8521162,1460,1,262144,185420,52343  >  5201[BoundErrorUnreassembled Packet],
6443,8.283897,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8522622,1460,1,262144,186880,52343  >  5201[BoundErrorUnreassembled Packet],
6444,8.283897,192.168.10.184,192.168.10.196,1514,iPerf3,0,8524082,1460,1,262144,188340,52343  >  5201[BoundErrorUnreassembled Packet],
6445,8.283898,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8525542,1460,1,262144,189800,52343  >  5201[BoundErrorUnreassembled Packet],
6446,8.283898,192.168.10.184,192.168.10.196,1514,iPerf3,0,8527002,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
6447,8.283899,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8528462,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
6448,8.283899,192.168.10.184,192.168.10.196,1514,iPerf3,0,8529922,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
6449,8.2839,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8531382,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
6450,8.2839,192.168.10.184,192.168.10.196,1514,iPerf3,0,8532842,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
6451,8.283901,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8534302,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
6452,8.283901,192.168.10.184,192.168.10.196,1514,iPerf3,0,8535762,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
6453,8.283902,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8537222,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6454,8.283902,192.168.10.184,192.168.10.196,1514,iPerf3,0,8538682,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6455,8.283903,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8540142,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6456,8.283903,192.168.10.184,192.168.10.196,1514,iPerf3,0,8541602,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
6457,8.285535,192.168.10.196,192.168.10.184,54,TCP,0.001632,1,0,8367862,212992,,5201  >  52343 [ACK] Seq=1 Ack=8367862 Win=212992 Len=0,
6458,8.285628,192.168.10.184,192.168.10.196,1514,iPerf3,0.000093,8543062,1460,1,262144,176660,52343  >  5201[BoundErrorUnreassembled Packet],
6459,8.285628,192.168.10.184,192.168.10.196,1514,iPerf3,0,8544522,1460,1,262144,178120,52343  >  5201[BoundErrorUnreassembled Packet],
6460,8.285629,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8545982,1460,1,262144,179580,52343  >  5201[BoundErrorUnreassembled Packet],
6461,8.285629,192.168.10.184,192.168.10.196,1514,iPerf3,0,8547442,1460,1,262144,181040,52343  >  5201[BoundErrorUnreassembled Packet],
6462,8.28563,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8548902,1460,1,262144,182500,52343  >  5201[BoundErrorUnreassembled Packet],
6463,8.28563,192.168.10.184,192.168.10.196,1514,iPerf3,0,8550362,1460,1,262144,183960,52343  >  5201[BoundErrorUnreassembled Packet],
6464,8.285631,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8551822,1460,1,262144,185420,52343  >  5201[BoundErrorUnreassembled Packet],
6465,8.285631,192.168.10.184,192.168.10.196,1514,iPerf3,0,8553282,1460,1,262144,186880,52343  >  5201[BoundErrorUnreassembled Packet],
6466,8.285632,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8554742,1460,1,262144,188340,52343  >  5201[BoundErrorUnreassembled Packet],
6467,8.285632,192.168.10.184,192.168.10.196,1514,iPerf3,0,8556202,1460,1,262144,189800,52343  >  5201[BoundErrorUnreassembled Packet],
6468,8.285633,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8557662,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
6469,8.285633,192.168.10.184,192.168.10.196,1514,iPerf3,0,8559122,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
6470,8.285634,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8560582,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
6471,8.285634,192.168.10.184,192.168.10.196,1514,iPerf3,0,8562042,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
6472,8.285634,192.168.10.184,192.168.10.196,1514,iPerf3,0,8563502,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
6473,8.285635,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8564962,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
6474,8.285635,192.168.10.184,192.168.10.196,1514,iPerf3,0,8566422,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
6475,8.285636,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8567882,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6476,8.285636,192.168.10.184,192.168.10.196,1514,iPerf3,0,8569342,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6477,8.285637,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8570802,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6478,8.285637,192.168.10.184,192.168.10.196,1514,iPerf3,0,8572262,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
6479,8.286344,192.168.10.196,192.168.10.184,54,TCP,0.000707,1,0,8391222,212992,,5201  >  52343 [ACK] Seq=1 Ack=8391222 Win=212992 Len=0,
6480,8.286424,192.168.10.184,192.168.10.196,1514,iPerf3,0.00008,8573722,1460,1,262144,183960,52343  >  5201[BoundErrorUnreassembled Packet],
6481,8.286424,192.168.10.184,192.168.10.196,1514,iPerf3,0,8575182,1460,1,262144,185420,52343  >  5201[BoundErrorUnreassembled Packet],
6482,8.286425,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8576642,1460,1,262144,186880,52343  >  5201[BoundErrorUnreassembled Packet],
6483,8.286425,192.168.10.184,192.168.10.196,1514,iPerf3,0,8578102,1460,1,262144,188340,52343  >  5201[BoundErrorUnreassembled Packet],
6484,8.286426,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8579562,1460,1,262144,189800,52343  >  5201[BoundErrorUnreassembled Packet],
6485,8.286426,192.168.10.184,192.168.10.196,1514,iPerf3,0,8581022,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
6486,8.286427,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8582482,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
6487,8.286427,192.168.10.184,192.168.10.196,1514,iPerf3,0,8583942,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
6488,8.286428,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8585402,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
6489,8.286428,192.168.10.184,192.168.10.196,1514,iPerf3,0,8586862,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
6490,8.286429,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8588322,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
6491,8.286429,192.168.10.184,192.168.10.196,1514,iPerf3,0,8589782,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
6492,8.28643,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8591242,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6493,8.28643,192.168.10.184,192.168.10.196,1514,iPerf3,0,8592702,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6494,8.286431,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8594162,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6495,8.286431,192.168.10.184,192.168.10.196,1514,iPerf3,0,8595622,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
6496,8.28761,192.168.10.196,192.168.10.184,54,TCP,0.001179,1,0,8397062,212992,,5201  >  52343 [ACK] Seq=1 Ack=8397062 Win=212992 Len=0,
6497,8.287667,192.168.10.184,192.168.10.196,1514,iPerf3,0.000057,8597082,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6498,8.287668,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8598542,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6499,8.287668,192.168.10.184,192.168.10.196,1514,iPerf3,0,8600002,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6500,8.287669,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8601462,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
6501,8.290152,192.168.10.196,192.168.10.184,54,TCP,0.002483,1,0,8408742,212992,,5201  >  52343 [ACK] Seq=1 Ack=8408742 Win=212992 Len=0,
6502,8.290257,192.168.10.184,192.168.10.196,1514,iPerf3,0.000105,8602922,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
6503,8.290258,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8604382,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
6504,8.290258,192.168.10.184,192.168.10.196,1514,iPerf3,0,8605842,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
6505,8.290259,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8607302,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
6506,8.290259,192.168.10.184,192.168.10.196,1514,iPerf3,0,8608762,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
6507,8.29026,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8610222,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
6508,8.29026,192.168.10.184,192.168.10.196,1514,iPerf3,0,8611682,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6509,8.29026,192.168.10.184,192.168.10.196,1514,iPerf3,0,8613142,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
6510,8.292245,192.168.10.196,192.168.10.184,54,TCP,0.001985,1,0,8411662,212992,,5201  >  52343 [ACK] Seq=1 Ack=8411662 Win=212992 Len=0,
6511,8.292326,192.168.10.184,192.168.10.196,1514,iPerf3,0.000081,8614602,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
6512,8.292327,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,8616062,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
6513,8.293736,192.168.10.196,192.168.10.184,54,TCP,0.001409,1,0,8420422,212992,,5201  >  52343 [ACK] Seq=1 Ack=8420422 Win=212992 Len=0,
6514,8.293829,192.168.10.184,192.168.10.196,1514,iPerf3,0.000093,8617522,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
