No.,Time,Source,Destination,Length,Protocol,TCP Delta,Sequence Number,TCP Segment Len,ACK,Calculated window size,Bytes in flight,Info,Phase
1315,2.425884,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1775398,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1316,2.491218,192.168.10.196,192.168.10.184,54,TCP,0.065334,1,0,1566618,212992,,5201  >  52343 [ACK] Seq=1 Ack=1566618 Win=212992 Len=0,
1317,2.491324,192.168.10.184,192.168.10.196,1514,iPerf3,0.000106,1776858,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1318,2.532343,192.168.10.196,192.168.10.184,54,TCP,0.041019,1,0,1581218,212992,,5201  >  52343 [ACK] Seq=1 Ack=1581218 Win=212992 Len=0,
1319,2.53249,192.168.10.184,192.168.10.196,1514,iPerf3,0.000147,1778318,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
1320,2.532492,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,1779778,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
1321,2.532493,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1781238,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
1322,2.532494,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1782698,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
1323,2.532494,192.168.10.184,192.168.10.196,1514,iPerf3,0,1784158,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
1324,2.532495,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1785618,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
1325,2.532496,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1787078,1460,1,262144,207320,52343  >  5201[BoundErrorUnreassembled Packet],
1326,2.532497,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1788538,1460,1,262144,208780,52343  >  5201[BoundErrorUnreassembled Packet],
1327,2.532498,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1789998,1460,1,262144,210240,52343  >  5201[BoundErrorUnreassembled Packet],
1328,2.532498,192.168.10.184,192.168.10.196,1514,iPerf3,0,1791458,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1329,2.532922,192.168.10.196,192.168.10.184,54,TCP,0.000424,1,0,1595818,212992,,5201  >  52343 [ACK] Seq=1 Ack=1595818 Win=212992 Len=0,
1330,2.533066,192.168.10.184,192.168.10.196,1514,iPerf3,0.000144,1792918,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
1331,2.533067,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1794378,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
1332,2.533068,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1795838,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
1333,2.533068,192.168.10.184,192.168.10.196,1514,iPerf3,0,1797298,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
1334,2.533069,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1798758,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
1335,2.53307,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1800218,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
1336,2.53307,192.168.10.184,192.168.10.196,1514,iPerf3,0,1801678,1460,1,262144,207320,52343  >  5201[BoundErrorUnreassembled Packet],
1337,2.533071,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1803138,1460,1,262144,208780,52343  >  5201[BoundErrorUnreassembled Packet],
1338,2.533072,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1804598,1460,1,262144,210240,52343  >  5201[BoundErrorUnreassembled Packet],
1339,2.533072,192.168.10.184,192.168.10.196,1514,iPerf3,0,1806058,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1340,2.5371,192.168.10.196,192.168.10.184,54,TCP,0.004028,1,0,1642538,212992,,5201  >  52343 [ACK] Seq=1 Ack=1642538 Win=212992 Len=0,
1341,2.537318,192.168.10.184,192.168.10.196,1514,iPerf3,0.000218,1807518,1460,1,262144,166440,52343  >  5201[BoundErrorUnreassembled Packet],
1342,2.537319,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1808978,1460,1,262144,167900,52343  >  5201[BoundErrorUnreassembled Packet],
1343,2.53732,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1810438,1460,1,262144,169360,52343  >  5201[BoundErrorUnreassembled Packet],
1344,2.53732,192.168.10.184,192.168.10.196,1514,iPerf3,0,1811898,1460,1,262144,170820,52343  >  5201[BoundErrorUnreassembled Packet],
1345,2.537321,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1813358,1460,1,262144,172280,52343  >  5201[BoundErrorUnreassembled Packet],
1346,2.537322,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1814818,1460,1,262144,173740,52343  >  5201[BoundErrorUnreassembled Packet],
1347,2.537322,192.168.10.184,192.168.10.196,1514,iPerf3,0,1816278,1460,1,262144,175200,52343  >  5201[BoundErrorUnreassembled Packet],
1348,2.537323,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1817738,1460,1,262144,176660,52343  >  5201[BoundErrorUnreassembled Packet],
1349,2.537323,192.168.10.184,192.168.10.196,1514,iPerf3,0,1819198,1460,1,262144,178120,52343  >  5201[BoundErrorUnreassembled Packet],
1350,2.537324,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1820658,1460,1,262144,179580,52343  >  5201[BoundErrorUnreassembled Packet],
1351,2.537325,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1822118,1460,1,262144,181040,52343  >  5201[BoundErrorUnreassembled Packet],
1352,2.537325,192.168.10.184,192.168.10.196,1514,iPerf3,0,1823578,1460,1,262144,182500,52343  >  5201[BoundErrorUnreassembled Packet],
1353,2.537326,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1825038,1460,1,262144,183960,52343  >  5201[BoundErrorUnreassembled Packet],
1354,2.537327,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1826498,1460,1,262144,185420,52343  >  5201[BoundErrorUnreassembled Packet],
1355,2.537328,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1827958,1460,1,262144,186880,52343  >  5201[BoundErrorUnreassembled Packet],
1356,2.537329,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1829418,1460,1,262144,188340,52343  >  5201[BoundErrorUnreassembled Packet],
1357,2.537329,192.168.10.184,192.168.10.196,1514,iPerf3,0,1830878,1460,1,262144,189800,52343  >  5201[BoundErrorUnreassembled Packet],
1358,2.53733,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1832338,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
1359,2.537331,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1833798,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
1360,2.537331,192.168.10.184,192.168.10.196,1514,iPerf3,0,1835258,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
1361,2.537332,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1836718,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
1362,2.537333,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1838178,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
1363,2.537333,192.168.10.184,192.168.10.196,1514,iPerf3,0,1839638,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
1364,2.537334,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1841098,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
1365,2.537334,192.168.10.184,192.168.10.196,1514,iPerf3,0,1842558,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
1366,2.537335,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1844018,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
1367,2.537336,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1845478,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
1368,2.537336,192.168.10.184,192.168.10.196,1514,iPerf3,0,1846938,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
1369,2.537337,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1848398,1460,1,262144,207320,52343  >  5201[BoundErrorUnreassembled Packet],
1370,2.537338,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1849858,1460,1,262144,208780,52343  >  5201[BoundErrorUnreassembled Packet],
1371,2.537338,192.168.10.184,192.168.10.196,1514,iPerf3,0,1851318,1460,1,262144,210240,52343  >  5201[BoundErrorUnreassembled Packet],
1372,2.537339,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1852778,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1373,2.537657,192.168.10.196,192.168.10.184,54,TCP,0.000318,1,0,1686338,212992,,5201  >  52343 [ACK] Seq=1 Ack=1686338 Win=212992 Len=0,
1374,2.537834,192.168.10.184,192.168.10.196,1514,iPerf3,0.000177,1854238,1460,1,262144,169360,52343  >  5201[BoundErrorUnreassembled Packet],
1375,2.537835,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1855698,1460,1,262144,170820,52343  >  5201[BoundErrorUnreassembled Packet],
1376,2.537836,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1857158,1460,1,262144,172280,52343  >  5201[BoundErrorUnreassembled Packet],
1377,2.537837,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1858618,1460,1,262144,173740,52343  >  5201[BoundErrorUnreassembled Packet],
1378,2.537837,192.168.10.184,192.168.10.196,1514,iPerf3,0,1860078,1460,1,262144,175200,52343  >  5201[BoundErrorUnreassembled Packet],
1379,2.537838,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1861538,1460,1,262144,176660,52343  >  5201[BoundErrorUnreassembled Packet],
1380,2.537839,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1862998,1460,1,262144,178120,52343  >  5201[BoundErrorUnreassembled Packet],
1381,2.537839,192.168.10.184,192.168.10.196,1514,iPerf3,0,1864458,1460,1,262144,179580,52343  >  5201[BoundErrorUnreassembled Packet],
1382,2.53784,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1865918,1460,1,262144,181040,52343  >  5201[BoundErrorUnreassembled Packet],
1383,2.537841,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1867378,1460,1,262144,182500,52343  >  5201[BoundErrorUnreassembled Packet],
1384,2.537841,192.168.10.184,192.168.10.196,1514,iPerf3,0,1868838,1460,1,262144,183960,52343  >  5201[BoundErrorUnreassembled Packet],
1385,2.537842,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1870298,1460,1,262144,185420,52343  >  5201[BoundErrorUnreassembled Packet],
1386,2.537843,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1871758,1460,1,262144,186880,52343  >  5201[BoundErrorUnreassembled Packet],
1387,2.537843,192.168.10.184,192.168.10.196,1514,iPerf3,0,1873218,1460,1,262144,188340,52343  >  5201[BoundErrorUnreassembled Packet],
1388,2.537844,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1874678,1460,1,262144,189800,52343  >  5201[BoundErrorUnreassembled Packet],
1389,2.537845,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1876138,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
1390,2.537845,192.168.10.184,192.168.10.196,1514,iPerf3,0,1877598,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
1391,2.537846,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1879058,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
1392,2.537847,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1880518,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
1393,2.537847,192.168.10.184,192.168.10.196,1514,iPerf3,0,1881978,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
1394,2.537848,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1883438,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
1395,2.537849,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1884898,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
1396,2.53785,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1886358,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
1397,2.53785,192.168.10.184,192.168.10.196,1514,iPerf3,0,1887818,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
1398,2.537851,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1889278,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
1399,2.537852,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1890738,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
1400,2.537852,192.168.10.184,192.168.10.196,1514,iPerf3,0,1892198,1460,1,262144,207320,52343  >  5201[BoundErrorUnreassembled Packet],
1401,2.537853,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1893658,1460,1,262144,208780,52343  >  5201[BoundErrorUnreassembled Packet],
1402,2.537853,192.168.10.184,192.168.10.196,1514,iPerf3,0,1895118,1460,1,262144,210240,52343  >  5201[BoundErrorUnreassembled Packet],
1403,2.537854,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1896578,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1404,2.538304,192.168.10.196,192.168.10.184,54,TCP,0.00045,1,0,1708238,212992,,5201  >  52343 [ACK] Seq=1 Ack=1708238 Win=212992 Len=0,
1405,2.538465,192.168.10.184,192.168.10.196,1514,iPerf3,0.000161,1898038,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
1406,2.538466,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1899498,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
1407,2.538466,192.168.10.184,192.168.10.196,1514,iPerf3,0,1900958,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
1408,2.538467,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1902418,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
1409,2.538468,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1903878,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
1410,2.538468,192.168.10.184,192.168.10.196,1514,iPerf3,0,1905338,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
1411,2.538469,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1906798,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
1412,2.53847,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1908258,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
1413,2.53847,192.168.10.184,192.168.10.196,1514,iPerf3,0,1909718,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
1414,2.538471,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1911178,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
1415,2.538472,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1912638,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
1416,2.538473,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1914098,1460,1,262144,207320,52343  >  5201[BoundErrorUnreassembled Packet],
1417,2.538473,192.168.10.184,192.168.10.196,1514,iPerf3,0,1915558,1460,1,262144,208780,52343  >  5201[BoundErrorUnreassembled Packet],
1418,2.538474,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1917018,1460,1,262144,210240,52343  >  5201[BoundErrorUnreassembled Packet],
1419,2.538475,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1918478,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1420,2.538862,192.168.10.196,192.168.10.184,54,TCP,0.000387,1,0,1737438,212992,,5201  >  52343 [ACK] Seq=1 Ack=1737438 Win=212992 Len=0,
1421,2.539006,192.168.10.184,192.168.10.196,1514,iPerf3,0.000144,1919938,1460,1,262144,183960,52343  >  5201[BoundErrorUnreassembled Packet],
1422,2.539008,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,1921398,1460,1,262144,185420,52343  >  5201[BoundErrorUnreassembled Packet],
1423,2.539008,192.168.10.184,192.168.10.196,1514,iPerf3,0,1922858,1460,1,262144,186880,52343  >  5201[BoundErrorUnreassembled Packet],
1424,2.539009,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1924318,1460,1,262144,188340,52343  >  5201[BoundErrorUnreassembled Packet],
1425,2.53901,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1925778,1460,1,262144,189800,52343  >  5201[BoundErrorUnreassembled Packet],
1426,2.53901,192.168.10.184,192.168.10.196,1514,iPerf3,0,1927238,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
1427,2.539011,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1928698,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
1428,2.539012,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1930158,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
1429,2.539013,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1931618,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
1430,2.539013,192.168.10.184,192.168.10.196,1514,iPerf3,0,1933078,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
1431,2.539014,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1934538,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
1432,2.539014,192.168.10.184,192.168.10.196,1514,iPerf3,0,1935998,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
1433,2.539015,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1937458,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
1434,2.539016,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1938918,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
1435,2.539016,192.168.10.184,192.168.10.196,1514,iPerf3,0,1940378,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
1436,2.539017,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1941838,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
1437,2.539018,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1943298,1460,1,262144,207320,52343  >  5201[BoundErrorUnreassembled Packet],
1438,2.539019,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1944758,1460,1,262144,208780,52343  >  5201[BoundErrorUnreassembled Packet],
1439,2.539019,192.168.10.184,192.168.10.196,1514,iPerf3,0,1946218,1460,1,262144,210240,52343  >  5201[BoundErrorUnreassembled Packet],
1440,2.53902,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1947678,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1441,2.539457,192.168.10.196,192.168.10.184,54,TCP,0.000437,1,0,1760798,212992,,5201  >  52343 [ACK] Seq=1 Ack=1760798 Win=212992 Len=0,
1442,2.53958,192.168.10.184,192.168.10.196,1514,iPerf3,0.000123,1949138,1460,1,262144,189800,52343  >  5201[BoundErrorUnreassembled Packet],
1443,2.539581,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1950598,1460,1,262144,191260,52343  >  5201[BoundErrorUnreassembled Packet],
1444,2.539582,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1952058,1460,1,262144,192720,52343  >  5201[BoundErrorUnreassembled Packet],
1445,2.539583,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1953518,1460,1,262144,194180,52343  >  5201[BoundErrorUnreassembled Packet],
1446,2.539584,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1954978,1460,1,262144,195640,52343  >  5201[BoundErrorUnreassembled Packet],
1447,2.539584,192.168.10.184,192.168.10.196,1514,iPerf3,0,1956438,1460,1,262144,197100,52343  >  5201[BoundErrorUnreassembled Packet],
1448,2.539585,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1957898,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
1449,2.539586,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1959358,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
1450,2.539587,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1960818,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
1451,2.539587,192.168.10.184,192.168.10.196,1514,iPerf3,0,1962278,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
1452,2.539588,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1963738,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
1453,2.539589,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1965198,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
1454,2.53959,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1966658,1460,1,262144,207320,52343  >  5201[BoundErrorUnreassembled Packet],
1455,2.53959,192.168.10.184,192.168.10.196,1514,iPerf3,0,1968118,1460,1,262144,208780,52343  >  5201[BoundErrorUnreassembled Packet],
1456,2.539645,192.168.10.184,192.168.10.196,1514,iPerf3,0.000055,1969578,1460,1,262144,210240,52343  >  5201[BoundErrorUnreassembled Packet],
1457,2.539647,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,1971038,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1458,2.545412,192.168.10.196,192.168.10.184,54,TCP,0.005765,1,0,1773938,212992,,5201  >  52343 [ACK] Seq=1 Ack=1773938 Win=212992 Len=0,
1459,2.545466,192.168.10.184,192.168.10.196,1514,iPerf3,0.000054,1972498,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
1460,2.545467,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1973958,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
1461,2.545467,192.168.10.184,192.168.10.196,1514,iPerf3,0,1975418,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
1462,2.545468,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1976878,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
1463,2.545468,192.168.10.184,192.168.10.196,1514,iPerf3,0,1978338,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
1464,2.545468,192.168.10.184,192.168.10.196,1514,iPerf3,0,1979798,1460,1,262144,207320,52343  >  5201[BoundErrorUnreassembled Packet],
1465,2.545469,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1981258,1460,1,262144,208780,52343  >  5201[BoundErrorUnreassembled Packet],
1466,2.545469,192.168.10.184,192.168.10.196,1514,iPerf3,0,1982718,1460,1,262144,210240,52343  >  5201[BoundErrorUnreassembled Packet],
1467,2.545469,192.168.10.184,192.168.10.196,1514,iPerf3,0,1984178,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1468,2.550648,192.168.10.196,192.168.10.184,54,TCP,0.005179,1,0,1776858,212992,,5201  >  52343 [ACK] Seq=1 Ack=1776858 Win=212992 Len=0,
1469,2.550728,192.168.10.184,192.168.10.196,1514,iPerf3,0.00008,1985638,1460,1,262144,210240,52343  >  5201[BoundErrorUnreassembled Packet],
1470,2.550728,192.168.10.184,192.168.10.196,1514,iPerf3,0,1987098,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1471,2.657333,192.168.10.196,192.168.10.184,54,TCP,0.106605,1,0,1778318,212992,,5201  >  52343 [ACK] Seq=1 Ack=1778318 Win=212992 Len=0,
1472,2.657405,192.168.10.184,192.168.10.196,1514,iPerf3,0.000072,1988558,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1473,2.658061,192.168.10.196,192.168.10.184,54,TCP,0.000656,1,0,1791458,212992,,5201  >  52343 [ACK] Seq=1 Ack=1791458 Win=212992 Len=0,
1474,2.658118,192.168.10.184,192.168.10.196,1514,iPerf3,0.000057,1990018,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
1475,2.658119,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1991478,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
1476,2.658119,192.168.10.184,192.168.10.196,1514,iPerf3,0,1992938,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
1477,2.65812,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1994398,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
1478,2.65812,192.168.10.184,192.168.10.196,1514,iPerf3,0,1995858,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
1479,2.658121,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,1997318,1460,1,262144,207320,52343  >  5201[BoundErrorUnreassembled Packet],
1480,2.658121,192.168.10.184,192.168.10.196,1514,iPerf3,0,1998778,1460,1,262144,208780,52343  >  5201[BoundErrorUnreassembled Packet],
1481,2.658122,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,2000238,1460,1,262144,210240,52343  >  5201[BoundErrorUnreassembled Packet],
1482,2.658122,192.168.10.184,192.168.10.196,1514,iPerf3,0,2001698,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1483,2.660201,192.168.10.196,192.168.10.184,54,TCP,0.002079,1,0,1792918,212992,,5201  >  52343 [ACK] Seq=1 Ack=1792918 Win=212992 Len=0,
1484,2.660243,192.168.10.184,192.168.10.196,1514,iPerf3,0.000042,2003158,1460,1,262144,211700,52343  >  5201[BoundErrorUnreassembled Packet],
1485,2.661138,192.168.10.196,192.168.10.184,54,TCP,0.000895,1,0,1807518,212992,,5201  >  52343 [ACK] Seq=1 Ack=1807518 Win=212992 Len=0,
1486,2.661195,192.168.10.184,192.168.10.196,1514,iPerf3,0.000057,2004618,1460,1,262144,198560,52343  >  5201[BoundErrorUnreassembled Packet],
1487,2.661195,192.168.10.184,192.168.10.196,1514,iPerf3,0,2006078,1460,1,262144,200020,52343  >  5201[BoundErrorUnreassembled Packet],
1488,2.661196,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,2007538,1460,1,262144,201480,52343  >  5201[BoundErrorUnreassembled Packet],
1489,2.661196,192.168.10.184,192.168.10.196,1514,iPerf3,0,2008998,1460,1,262144,202940,52343  >  5201[BoundErrorUnreassembled Packet],
1490,2.661198,192.168.10.184,192.168.10.196,1514,iPerf3,0.000002,2010458,1460,1,262144,204400,52343  >  5201[BoundErrorUnreassembled Packet],
1491,2.661198,192.168.10.184,192.168.10.196,1514,iPerf3,0,2011918,1460,1,262144,205860,52343  >  5201[BoundErrorUnreassembled Packet],
1492,2.661198,192.168.10.184,192.168.10.196,1514,iPerf3,0,2013378,1460,1,262144,207320,52343  >  5201[BoundErrorUnreassembled Packet],
1493,2.661199,192.168.10.184,192.168.10.196,1514,iPerf3,0.000001,2014838,1460,1,262144,208780,52343  >  5201[BoundErrorUnreassembled Packet],
