No.,Time,TCP Delta,Source,Destination,TCP Segment Len,Bytes in flight,Calculated window size,Info,Phase
4758,6.813674,0.000001000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=6255242 Ack=1 Win=262144 Len=1460,CA
4759,6.813674,0.000000000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=6256702 Ack=1 Win=262144 Len=1460,CA
4760,6.813675,0.000001000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=6258162 Ack=1 Win=262144 Len=1460,CA
4761,6.813676,0.000001000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=6259622 Ack=1 Win=262144 Len=1460,CA
4762,6.813676,0.000000000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=6261082 Ack=1 Win=262144 Len=1460,CA
4763,6.813677,0.000001000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=6262542 Ack=1 Win=262144 Len=1460,CA
4764,6.813677,0.000000000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=6264002 Ack=1 Win=262144 Len=1460,CA
4765,6.813678,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6265462 Ack=1 Win=262144 Len=1460,CA
4766,6.813679,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6266922 Ack=1 Win=262144 Len=1460,CA
4767,6.813680,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6268382 Ack=1 Win=262144 Len=1460,CA
4768,6.815401,0.001721000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6115082 Win=212992 Len=0,CA
4769,6.815597,0.000196000,192.168.10.184,192.168.10.196,1460,156220,262144,52343  >  5201 [ACK] Seq=6269842 Ack=1 Win=262144 Len=1460,CA
4770,6.815598,0.000001000,192.168.10.184,192.168.10.196,1460,157680,262144,52343  >  5201 [ACK] Seq=6271302 Ack=1 Win=262144 Len=1460,CA
4771,6.815599,0.000001000,192.168.10.184,192.168.10.196,1460,159140,262144,52343  >  5201 [ACK] Seq=6272762 Ack=1 Win=262144 Len=1460,CA
4772,6.815600,0.000001000,192.168.10.184,192.168.10.196,1460,160600,262144,52343  >  5201 [ACK] Seq=6274222 Ack=1 Win=262144 Len=1460,CA
4773,6.815601,0.000001000,192.168.10.184,192.168.10.196,1460,162060,262144,52343  >  5201 [ACK] Seq=6275682 Ack=1 Win=262144 Len=1460,CA
4774,6.815601,0.000000000,192.168.10.184,192.168.10.196,1460,163520,262144,52343  >  5201 [ACK] Seq=6277142 Ack=1 Win=262144 Len=1460,CA
4775,6.815602,0.000001000,192.168.10.184,192.168.10.196,1460,164980,262144,52343  >  5201 [ACK] Seq=6278602 Ack=1 Win=262144 Len=1460,CA
4776,6.815603,0.000001000,192.168.10.184,192.168.10.196,1460,166440,262144,52343  >  5201 [ACK] Seq=6280062 Ack=1 Win=262144 Len=1460,CA
4777,6.815604,0.000001000,192.168.10.184,192.168.10.196,1460,167900,262144,52343  >  5201 [ACK] Seq=6281522 Ack=1 Win=262144 Len=1460,CA
4778,6.815605,0.000001000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=6282982 Ack=1 Win=262144 Len=1460,CA
4779,6.815605,0.000000000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=6284442 Ack=1 Win=262144 Len=1460,CA
4780,6.815606,0.000001000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=6285902 Ack=1 Win=262144 Len=1460,CA
4781,6.815607,0.000001000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=6287362 Ack=1 Win=262144 Len=1460,CA
4782,6.815608,0.000001000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=6288822 Ack=1 Win=262144 Len=1460,CA
4783,6.815608,0.000000000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=6290282 Ack=1 Win=262144 Len=1460,CA
4784,6.815609,0.000001000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=6291742 Ack=1 Win=262144 Len=1460,CA
4785,6.815610,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6293202 Ack=1 Win=262144 Len=1460,CA
4786,6.815611,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6294662 Ack=1 Win=262144 Len=1460,CA
4787,6.815612,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6296122 Ack=1 Win=262144 Len=1460,CA
4788,6.817220,0.001608000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6122382 Win=212992 Len=0,CA
4789,6.817345,0.000125000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=6297582 Ack=1 Win=262144 Len=1460,CA
4790,6.817346,0.000001000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=6299042 Ack=1 Win=262144 Len=1460,CA
4791,6.817347,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6300502 Ack=1 Win=262144 Len=1460,CA
4792,6.817348,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6301962 Ack=1 Win=262144 Len=1460,CA
4793,6.817348,0.000000000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6303422 Ack=1 Win=262144 Len=1460,CA
4794,6.879017,0.061669000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6136982 Win=212992 Len=0,CA
4795,6.879159,0.000142000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=6304882 Ack=1 Win=262144 Len=1460,CA
4796,6.879160,0.000001000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=6306342 Ack=1 Win=262144 Len=1460,CA
4797,6.879160,0.000000000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=6307802 Ack=1 Win=262144 Len=1460,CA
4798,6.879161,0.000001000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=6309262 Ack=1 Win=262144 Len=1460,CA
4799,6.879162,0.000001000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=6310722 Ack=1 Win=262144 Len=1460,CA
4800,6.879163,0.000001000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=6312182 Ack=1 Win=262144 Len=1460,CA
4801,6.879163,0.000000000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=6313642 Ack=1 Win=262144 Len=1460,CA
4802,6.879164,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6315102 Ack=1 Win=262144 Len=1460,CA
4803,6.879164,0.000000000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6316562 Ack=1 Win=262144 Len=1460,CA
4804,6.879165,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6318022 Ack=1 Win=262144 Len=1460,CA
4805,6.879166,0.000001000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=6319482 Ack=1 Win=262144 Len=1460,CA
4806,6.920145,0.040979000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6167642 Win=212992 Len=0,CA
4807,6.920323,0.000178000,192.168.10.184,192.168.10.196,1460,154760,262144,52343  >  5201 [ACK] Seq=6320942 Ack=1 Win=262144 Len=1460,CA
4808,6.920324,0.000001000,192.168.10.184,192.168.10.196,1460,156220,262144,52343  >  5201 [ACK] Seq=6322402 Ack=1 Win=262144 Len=1460,CA
4809,6.920325,0.000001000,192.168.10.184,192.168.10.196,1460,157680,262144,52343  >  5201 [ACK] Seq=6323862 Ack=1 Win=262144 Len=1460,CA
4810,6.920325,0.000000000,192.168.10.184,192.168.10.196,1460,159140,262144,52343  >  5201 [ACK] Seq=6325322 Ack=1 Win=262144 Len=1460,CA
4811,6.920326,0.000001000,192.168.10.184,192.168.10.196,1460,160600,262144,52343  >  5201 [ACK] Seq=6326782 Ack=1 Win=262144 Len=1460,CA
4812,6.920327,0.000001000,192.168.10.184,192.168.10.196,1460,162060,262144,52343  >  5201 [ACK] Seq=6328242 Ack=1 Win=262144 Len=1460,CA
4813,6.920328,0.000001000,192.168.10.184,192.168.10.196,1460,163520,262144,52343  >  5201 [ACK] Seq=6329702 Ack=1 Win=262144 Len=1460,CA
4814,6.920328,0.000000000,192.168.10.184,192.168.10.196,1460,164980,262144,52343  >  5201 [ACK] Seq=6331162 Ack=1 Win=262144 Len=1460,CA
4815,6.920329,0.000001000,192.168.10.184,192.168.10.196,1460,166440,262144,52343  >  5201 [ACK] Seq=6332622 Ack=1 Win=262144 Len=1460,CA
4816,6.920329,0.000000000,192.168.10.184,192.168.10.196,1460,167900,262144,52343  >  5201 [ACK] Seq=6334082 Ack=1 Win=262144 Len=1460,CA
4817,6.920330,0.000001000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=6335542 Ack=1 Win=262144 Len=1460,CA
4818,6.920331,0.000001000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=6337002 Ack=1 Win=262144 Len=1460,CA
4819,6.920331,0.000000000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=6338462 Ack=1 Win=262144 Len=1460,CA
4820,6.920332,0.000001000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=6339922 Ack=1 Win=262144 Len=1460,CA
4821,6.920333,0.000001000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=6341382 Ack=1 Win=262144 Len=1460,CA
4822,6.920333,0.000000000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=6342842 Ack=1 Win=262144 Len=1460,CA
4823,6.920334,0.000001000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=6344302 Ack=1 Win=262144 Len=1460,CA
4824,6.920335,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6345762 Ack=1 Win=262144 Len=1460,CA
4825,6.920335,0.000000000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6347222 Ack=1 Win=262144 Len=1460,CA
4826,6.920336,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6348682 Ack=1 Win=262144 Len=1460,CA
4827,6.920337,0.000001000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=6350142 Ack=1 Win=262144 Len=1460,CA
4828,6.920882,0.000545000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6176402 Win=212992 Len=0,CA
4829,6.921008,0.000126000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=6351602 Ack=1 Win=262144 Len=1460,CA
4830,6.921009,0.000001000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=6353062 Ack=1 Win=262144 Len=1460,CA
4831,6.921009,0.000000000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6354522 Ack=1 Win=262144 Len=1460,CA
4832,6.921010,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6355982 Ack=1 Win=262144 Len=1460,CA
4833,6.921011,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6357442 Ack=1 Win=262144 Len=1460,CA
4834,6.921011,0.000000000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=6358902 Ack=1 Win=262144 Len=1460,CA
4835,6.921582,0.000571000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6182242 Win=212992 Len=0,CA
4836,6.921708,0.000126000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6360362 Ack=1 Win=262144 Len=1460,CA
4837,6.921709,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6361822 Ack=1 Win=262144 Len=1460,CA
4838,6.921710,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6363282 Ack=1 Win=262144 Len=1460,CA
4839,6.921710,0.000000000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=6364742 Ack=1 Win=262144 Len=1460,CA
4840,6.923695,0.001985000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6205602 Win=212992 Len=0,CA
4841,6.923860,0.000165000,192.168.10.184,192.168.10.196,1460,162060,262144,52343  >  5201 [ACK] Seq=6366202 Ack=1 Win=262144 Len=1460,CA
4842,6.923861,0.000001000,192.168.10.184,192.168.10.196,1460,163520,262144,52343  >  5201 [ACK] Seq=6367662 Ack=1 Win=262144 Len=1460,CA
4843,6.923862,0.000001000,192.168.10.184,192.168.10.196,1460,164980,262144,52343  >  5201 [ACK] Seq=6369122 Ack=1 Win=262144 Len=1460,CA
4844,6.923863,0.000001000,192.168.10.184,192.168.10.196,1460,166440,262144,52343  >  5201 [ACK] Seq=6370582 Ack=1 Win=262144 Len=1460,CA
4845,6.923863,0.000000000,192.168.10.184,192.168.10.196,1460,167900,262144,52343  >  5201 [ACK] Seq=6372042 Ack=1 Win=262144 Len=1460,CA
4846,6.923864,0.000001000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=6373502 Ack=1 Win=262144 Len=1460,CA
4847,6.923864,0.000000000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=6374962 Ack=1 Win=262144 Len=1460,CA
4848,6.923865,0.000001000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=6376422 Ack=1 Win=262144 Len=1460,CA
4849,6.923866,0.000001000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=6377882 Ack=1 Win=262144 Len=1460,CA
4850,6.923866,0.000000000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=6379342 Ack=1 Win=262144 Len=1460,CA
4851,6.923867,0.000001000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=6380802 Ack=1 Win=262144 Len=1460,CA
4852,6.923868,0.000001000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=6382262 Ack=1 Win=262144 Len=1460,CA
4853,6.923869,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6383722 Ack=1 Win=262144 Len=1460,CA
4854,6.923869,0.000000000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6385182 Ack=1 Win=262144 Len=1460,CA
4855,6.923870,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6386642 Ack=1 Win=262144 Len=1460,CA
4856,6.923871,0.000001000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=6388102 Ack=1 Win=262144 Len=1460,CA
4857,6.923871,0.000000000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=6389562 Ack=1 Win=262144 Len=1460,CA
4858,6.925222,0.001351000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6217282 Win=212992 Len=0,CA
4859,6.925356,0.000134000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=6391022 Ack=1 Win=262144 Len=1460,CA
4860,6.925356,0.000000000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=6392482 Ack=1 Win=262144 Len=1460,CA
4861,6.925357,0.000001000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=6393942 Ack=1 Win=262144 Len=1460,CA
4862,6.925358,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6395402 Ack=1 Win=262144 Len=1460,CA
4863,6.925359,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6396862 Ack=1 Win=262144 Len=1460,CA
4864,6.925359,0.000000000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6398322 Ack=1 Win=262144 Len=1460,CA
4865,6.925360,0.000001000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=6399782 Ack=1 Win=262144 Len=1460,CA
4866,6.925360,0.000000000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=6401242 Ack=1 Win=262144 Len=1460,CA
4867,6.926511,0.001151000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6218742 Win=212992 Len=0,CA
4868,6.926625,0.000114000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=6402702 Ack=1 Win=262144 Len=1460,CA
4869,6.928221,0.001596000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6239182 Win=212992 Len=0,CA
4870,6.928309,0.000088000,192.168.10.184,192.168.10.196,1460,166440,262144,52343  >  5201 [ACK] Seq=6404162 Ack=1 Win=262144 Len=1460,CA
4871,6.928310,0.000001000,192.168.10.184,192.168.10.196,1460,167900,262144,52343  >  5201 [ACK] Seq=6405622 Ack=1 Win=262144 Len=1460,CA
4872,6.928310,0.000000000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=6407082 Ack=1 Win=262144 Len=1460,CA
4873,6.928311,0.000001000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=6408542 Ack=1 Win=262144 Len=1460,CA
4874,6.928311,0.000000000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=6410002 Ack=1 Win=262144 Len=1460,CA
4875,6.928312,0.000001000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=6411462 Ack=1 Win=262144 Len=1460,CA
4876,6.928312,0.000000000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=6412922 Ack=1 Win=262144 Len=1460,CA
4877,6.928313,0.000001000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=6414382 Ack=1 Win=262144 Len=1460,CA
4878,6.928313,0.000000000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=6415842 Ack=1 Win=262144 Len=1460,CA
4879,6.928314,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6417302 Ack=1 Win=262144 Len=1460,CA
4880,6.928314,0.000000000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6418762 Ack=1 Win=262144 Len=1460,CA
4881,6.928314,0.000000000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6420222 Ack=1 Win=262144 Len=1460,CA
4882,6.928315,0.000001000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=6421682 Ack=1 Win=262144 Len=1460,CA
4883,6.928315,0.000000000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=6423142 Ack=1 Win=262144 Len=1460,CA
4884,6.928815,0.000500000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6269842 Win=212992 Len=0,CA
4885,6.928910,0.000095000,192.168.10.184,192.168.10.196,1460,156220,262144,52343  >  5201 [ACK] Seq=6424602 Ack=1 Win=262144 Len=1460,CA
4886,6.928910,0.000000000,192.168.10.184,192.168.10.196,1460,157680,262144,52343  >  5201 [ACK] Seq=6426062 Ack=1 Win=262144 Len=1460,CA
4887,6.928911,0.000001000,192.168.10.184,192.168.10.196,1460,159140,262144,52343  >  5201 [ACK] Seq=6427522 Ack=1 Win=262144 Len=1460,CA
4888,6.928911,0.000000000,192.168.10.184,192.168.10.196,1460,160600,262144,52343  >  5201 [ACK] Seq=6428982 Ack=1 Win=262144 Len=1460,CA
4889,6.928912,0.000001000,192.168.10.184,192.168.10.196,1460,162060,262144,52343  >  5201 [ACK] Seq=6430442 Ack=1 Win=262144 Len=1460,CA
4890,6.928912,0.000000000,192.168.10.184,192.168.10.196,1460,163520,262144,52343  >  5201 [ACK] Seq=6431902 Ack=1 Win=262144 Len=1460,CA
4891,6.928913,0.000001000,192.168.10.184,192.168.10.196,1460,164980,262144,52343  >  5201 [ACK] Seq=6433362 Ack=1 Win=262144 Len=1460,CA
4892,6.928913,0.000000000,192.168.10.184,192.168.10.196,1460,166440,262144,52343  >  5201 [ACK] Seq=6434822 Ack=1 Win=262144 Len=1460,CA
4893,6.928914,0.000001000,192.168.10.184,192.168.10.196,1460,167900,262144,52343  >  5201 [ACK] Seq=6436282 Ack=1 Win=262144 Len=1460,CA
4894,6.928914,0.000000000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=6437742 Ack=1 Win=262144 Len=1460,CA
4895,6.928914,0.000000000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=6439202 Ack=1 Win=262144 Len=1460,CA
4896,6.928915,0.000001000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=6440662 Ack=1 Win=262144 Len=1460,CA
4897,6.928915,0.000000000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=6442122 Ack=1 Win=262144 Len=1460,CA
4898,6.928916,0.000001000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=6443582 Ack=1 Win=262144 Len=1460,CA
4899,6.928916,0.000000000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=6445042 Ack=1 Win=262144 Len=1460,CA
4900,6.928917,0.000001000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=6446502 Ack=1 Win=262144 Len=1460,CA
4901,6.928917,0.000000000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6447962 Ack=1 Win=262144 Len=1460,CA
4902,6.928918,0.000001000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6449422 Ack=1 Win=262144 Len=1460,CA
4903,6.928918,0.000000000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6450882 Ack=1 Win=262144 Len=1460,CA
4904,6.928918,0.000000000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=6452342 Ack=1 Win=262144 Len=1460,CA
4905,6.928919,0.000001000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=6453802 Ack=1 Win=262144 Len=1460,CA
4906,6.930262,0.001343000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6297582 Win=212992 Len=0,CA
4907,6.930338,0.000076000,192.168.10.184,192.168.10.196,1460,159140,262144,52343  >  5201 [ACK] Seq=6455262 Ack=1 Win=262144 Len=1460,CA
4908,6.930339,0.000001000,192.168.10.184,192.168.10.196,1460,160600,262144,52343  >  5201 [ACK] Seq=6456722 Ack=1 Win=262144 Len=1460,CA
4909,6.930339,0.000000000,192.168.10.184,192.168.10.196,1460,162060,262144,52343  >  5201 [ACK] Seq=6458182 Ack=1 Win=262144 Len=1460,CA
4910,6.930340,0.000001000,192.168.10.184,192.168.10.196,1460,163520,262144,52343  >  5201 [ACK] Seq=6459642 Ack=1 Win=262144 Len=1460,CA
4911,6.930340,0.000000000,192.168.10.184,192.168.10.196,1460,164980,262144,52343  >  5201 [ACK] Seq=6461102 Ack=1 Win=262144 Len=1460,CA
4912,6.930340,0.000000000,192.168.10.184,192.168.10.196,1460,166440,262144,52343  >  5201 [ACK] Seq=6462562 Ack=1 Win=262144 Len=1460,CA
4913,6.930341,0.000001000,192.168.10.184,192.168.10.196,1460,167900,262144,52343  >  5201 [ACK] Seq=6464022 Ack=1 Win=262144 Len=1460,CA
4914,6.930341,0.000000000,192.168.10.184,192.168.10.196,1460,169360,262144,52343  >  5201 [ACK] Seq=6465482 Ack=1 Win=262144 Len=1460,CA
4915,6.930341,0.000000000,192.168.10.184,192.168.10.196,1460,170820,262144,52343  >  5201 [ACK] Seq=6466942 Ack=1 Win=262144 Len=1460,CA
4916,6.930342,0.000001000,192.168.10.184,192.168.10.196,1460,172280,262144,52343  >  5201 [ACK] Seq=6468402 Ack=1 Win=262144 Len=1460,CA
4917,6.930342,0.000000000,192.168.10.184,192.168.10.196,1460,173740,262144,52343  >  5201 [ACK] Seq=6469862 Ack=1 Win=262144 Len=1460,CA
4918,6.930342,0.000000000,192.168.10.184,192.168.10.196,1460,175200,262144,52343  >  5201 [ACK] Seq=6471322 Ack=1 Win=262144 Len=1460,CA
4919,6.930343,0.000001000,192.168.10.184,192.168.10.196,1460,176660,262144,52343  >  5201 [ACK] Seq=6472782 Ack=1 Win=262144 Len=1460,CA
4920,6.930343,0.000000000,192.168.10.184,192.168.10.196,1460,178120,262144,52343  >  5201 [ACK] Seq=6474242 Ack=1 Win=262144 Len=1460,CA
4921,6.930344,0.000001000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6475702 Ack=1 Win=262144 Len=1460,CA
4922,6.930344,0.000000000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6477162 Ack=1 Win=262144 Len=1460,CA
4923,6.930344,0.000000000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6478622 Ack=1 Win=262144 Len=1460,CA
4924,6.930345,0.000001000,192.168.10.184,192.168.10.196,1460,183960,262144,52343  >  5201 [ACK] Seq=6480082 Ack=1 Win=262144 Len=1460,CA
4925,6.930345,0.000000000,192.168.10.184,192.168.10.196,1460,185420,262144,52343  >  5201 [ACK] Seq=6481542 Ack=1 Win=262144 Len=1460,CA
4926,6.932050,0.001705000,192.168.10.196,192.168.10.184,0,,212992,5201  >  52343 [ACK] Seq=1 Ack=6304882 Win=212992 Len=0,CA
4927,6.932095,0.000045000,192.168.10.184,192.168.10.196,1460,179580,262144,52343  >  5201 [ACK] Seq=6483002 Ack=1 Win=262144 Len=1460,CA
4928,6.932095,0.000000000,192.168.10.184,192.168.10.196,1460,181040,262144,52343  >  5201 [ACK] Seq=6484462 Ack=1 Win=262144 Len=1460,CA
4929,6.932096,0.000001000,192.168.10.184,192.168.10.196,1460,182500,262144,52343  >  5201 [ACK] Seq=6485922 Ack=1 Win=262144 Len=1460,CA
