"No.","Time","Source","Destination","Protocol","Length","Bytes in flight","Time since previous frame in this TCP stream","TCP Segment Len","Calculated window size","Info"
"4371","6.446901","192.168.10.184","192.168.10.196","TCP","1514","160600","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5736942 Ack=1 Win=262144 Len=1460"
"4372","6.446902","192.168.10.184","192.168.10.196","TCP","1514","162060","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5738402 Ack=1 Win=262144 Len=1460"
"4373","6.446902","192.168.10.184","192.168.10.196","TCP","1514","163520","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5739862 Ack=1 Win=262144 Len=1460"
"4374","6.446902","192.168.10.184","192.168.10.196","TCP","1514","164980","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5741322 Ack=1 Win=262144 Len=1460"
"4375","6.446903","192.168.10.184","192.168.10.196","TCP","1514","166440","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5742782 Ack=1 Win=262144 Len=1460"
"4376","6.446903","192.168.10.184","192.168.10.196","TCP","1514","167900","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5744242 Ack=1 Win=262144 Len=1460"
"4377","6.446903","192.168.10.184","192.168.10.196","TCP","1514","169360","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5745702 Ack=1 Win=262144 Len=1460"
"4378","6.446904","192.168.10.184","192.168.10.196","TCP","1514","170820","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5747162 Ack=1 Win=262144 Len=1460"
"4379","6.452258","192.168.10.196","192.168.10.184","TCP","54","","0.005354000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=5586562 Win=212992 Len=0"
"4380","6.452303","192.168.10.184","192.168.10.196","TCP","1514","163520","0.000045000","1460","262144","52343  >  5201 [ACK] Seq=5748622 Ack=1 Win=262144 Len=1460"
"4381","6.452304","192.168.10.184","192.168.10.196","TCP","1514","164980","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5750082 Ack=1 Win=262144 Len=1460"
"4382","6.452304","192.168.10.184","192.168.10.196","TCP","1514","166440","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5751542 Ack=1 Win=262144 Len=1460"
"4383","6.452304","192.168.10.184","192.168.10.196","TCP","1514","167900","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5753002 Ack=1 Win=262144 Len=1460"
"4384","6.452305","192.168.10.184","192.168.10.196","TCP","1514","169360","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5754462 Ack=1 Win=262144 Len=1460"
"4385","6.452305","192.168.10.184","192.168.10.196","TCP","1514","170820","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5755922 Ack=1 Win=262144 Len=1460"
"4386","6.452814","192.168.10.196","192.168.10.184","TCP","54","","0.000509000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=5595322 Win=212992 Len=0"
"4387","6.452854","192.168.10.184","192.168.10.196","TCP","1514","163520","0.000040000","1460","262144","52343  >  5201 [ACK] Seq=5757382 Ack=1 Win=262144 Len=1460"
"4388","6.452854","192.168.10.184","192.168.10.196","TCP","1514","164980","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5758842 Ack=1 Win=262144 Len=1460"
"4389","6.452854","192.168.10.184","192.168.10.196","TCP","1514","166440","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5760302 Ack=1 Win=262144 Len=1460"
"4390","6.452855","192.168.10.184","192.168.10.196","TCP","1514","167900","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5761762 Ack=1 Win=262144 Len=1460"
"4391","6.452855","192.168.10.184","192.168.10.196","TCP","1514","169360","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5763222 Ack=1 Win=262144 Len=1460"
"4392","6.452856","192.168.10.184","192.168.10.196","TCP","1514","170820","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5764682 Ack=1 Win=262144 Len=1460"
"4393","6.526155","192.168.10.196","192.168.10.184","TCP","54","","0.073299000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=5609922 Win=212992 Len=0"
"4394","6.526302","192.168.10.184","192.168.10.196","TCP","1514","157680","0.000147000","1460","262144","52343  >  5201 [ACK] Seq=5766142 Ack=1 Win=262144 Len=1460"
"4395","6.526303","192.168.10.184","192.168.10.196","TCP","1514","159140","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5767602 Ack=1 Win=262144 Len=1460"
"4396","6.526304","192.168.10.184","192.168.10.196","TCP","1514","160600","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5769062 Ack=1 Win=262144 Len=1460"
"4397","6.526305","192.168.10.184","192.168.10.196","TCP","1514","162060","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5770522 Ack=1 Win=262144 Len=1460"
"4398","6.526306","192.168.10.184","192.168.10.196","TCP","1514","163520","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5771982 Ack=1 Win=262144 Len=1460"
"4399","6.526307","192.168.10.184","192.168.10.196","TCP","1514","164980","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5773442 Ack=1 Win=262144 Len=1460"
"4400","6.526308","192.168.10.184","192.168.10.196","TCP","1514","166440","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5774902 Ack=1 Win=262144 Len=1460"
"4401","6.526309","192.168.10.184","192.168.10.196","TCP","1514","167900","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5776362 Ack=1 Win=262144 Len=1460"
"4402","6.526310","192.168.10.184","192.168.10.196","TCP","1514","169360","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5777822 Ack=1 Win=262144 Len=1460"
"4403","6.526311","192.168.10.184","192.168.10.196","TCP","1514","170820","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5779282 Ack=1 Win=262144 Len=1460"
"4404","6.526311","192.168.10.184","192.168.10.196","TCP","1514","172280","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5780742 Ack=1 Win=262144 Len=1460"
"4405","6.568258","192.168.10.196","192.168.10.184","TCP","54","","0.041947000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=5652262 Win=212992 Len=0"
"4406","6.568465","192.168.10.184","192.168.10.196","TCP","1514","131400","0.000207000","1460","262144","52343  >  5201 [ACK] Seq=5782202 Ack=1 Win=262144 Len=1460"
"4407","6.568466","192.168.10.184","192.168.10.196","TCP","1514","132860","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5783662 Ack=1 Win=262144 Len=1460"
"4408","6.568467","192.168.10.184","192.168.10.196","TCP","1514","134320","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5785122 Ack=1 Win=262144 Len=1460"
"4409","6.568468","192.168.10.184","192.168.10.196","TCP","1514","135780","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5786582 Ack=1 Win=262144 Len=1460"
"4410","6.568469","192.168.10.184","192.168.10.196","TCP","1514","137240","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5788042 Ack=1 Win=262144 Len=1460"
"4411","6.568469","192.168.10.184","192.168.10.196","TCP","1514","138700","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5789502 Ack=1 Win=262144 Len=1460"
"4412","6.568470","192.168.10.184","192.168.10.196","TCP","1514","140160","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5790962 Ack=1 Win=262144 Len=1460"
"4413","6.568471","192.168.10.184","192.168.10.196","TCP","1514","141620","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5792422 Ack=1 Win=262144 Len=1460"
"4414","6.568471","192.168.10.184","192.168.10.196","TCP","1514","143080","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5793882 Ack=1 Win=262144 Len=1460"
"4415","6.568472","192.168.10.184","192.168.10.196","TCP","1514","144540","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5795342 Ack=1 Win=262144 Len=1460"
"4416","6.568473","192.168.10.184","192.168.10.196","TCP","1514","146000","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5796802 Ack=1 Win=262144 Len=1460"
"4417","6.568473","192.168.10.184","192.168.10.196","TCP","1514","147460","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5798262 Ack=1 Win=262144 Len=1460"
"4418","6.568474","192.168.10.184","192.168.10.196","TCP","1514","148920","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5799722 Ack=1 Win=262144 Len=1460"
"4419","6.568474","192.168.10.184","192.168.10.196","TCP","1514","150380","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5801182 Ack=1 Win=262144 Len=1460"
"4420","6.568475","192.168.10.184","192.168.10.196","TCP","1514","151840","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5802642 Ack=1 Win=262144 Len=1460"
"4421","6.568476","192.168.10.184","192.168.10.196","TCP","1514","153300","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5804102 Ack=1 Win=262144 Len=1460"
"4422","6.568476","192.168.10.184","192.168.10.196","TCP","1514","154760","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5805562 Ack=1 Win=262144 Len=1460"
"4423","6.568477","192.168.10.184","192.168.10.196","TCP","1514","156220","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5807022 Ack=1 Win=262144 Len=1460"
"4424","6.568478","192.168.10.184","192.168.10.196","TCP","1514","157680","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5808482 Ack=1 Win=262144 Len=1460"
"4425","6.568478","192.168.10.184","192.168.10.196","TCP","1514","159140","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5809942 Ack=1 Win=262144 Len=1460"
"4426","6.568479","192.168.10.184","192.168.10.196","TCP","1514","160600","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5811402 Ack=1 Win=262144 Len=1460"
"4427","6.568480","192.168.10.184","192.168.10.196","TCP","1514","162060","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5812862 Ack=1 Win=262144 Len=1460"
"4428","6.568480","192.168.10.184","192.168.10.196","TCP","1514","163520","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5814322 Ack=1 Win=262144 Len=1460"
"4429","6.568481","192.168.10.184","192.168.10.196","TCP","1514","164980","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5815782 Ack=1 Win=262144 Len=1460"
"4430","6.568482","192.168.10.184","192.168.10.196","TCP","1514","166440","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5817242 Ack=1 Win=262144 Len=1460"
"4431","6.568482","192.168.10.184","192.168.10.196","TCP","1514","167900","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5818702 Ack=1 Win=262144 Len=1460"
"4432","6.568483","192.168.10.184","192.168.10.196","TCP","1514","169360","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5820162 Ack=1 Win=262144 Len=1460"
"4433","6.568484","192.168.10.184","192.168.10.196","TCP","1514","170820","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5821622 Ack=1 Win=262144 Len=1460"
"4434","6.568484","192.168.10.184","192.168.10.196","TCP","1514","172280","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5823082 Ack=1 Win=262144 Len=1460"
"4435","6.568485","192.168.10.184","192.168.10.196","TCP","1514","173740","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5824542 Ack=1 Win=262144 Len=1460"
"4436","6.568992","192.168.10.196","192.168.10.184","TCP","54","","0.000507000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=5684382 Win=212992 Len=0"
"4437","6.569174","192.168.10.184","192.168.10.196","TCP","1514","143080","0.000182000","1460","262144","52343  >  5201 [ACK] Seq=5826002 Ack=1 Win=262144 Len=1460"
"4438","6.569175","192.168.10.184","192.168.10.196","TCP","1514","144540","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5827462 Ack=1 Win=262144 Len=1460"
"4439","6.569175","192.168.10.184","192.168.10.196","TCP","1514","146000","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5828922 Ack=1 Win=262144 Len=1460"
"4440","6.569176","192.168.10.184","192.168.10.196","TCP","1514","147460","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5830382 Ack=1 Win=262144 Len=1460"
"4441","6.569177","192.168.10.184","192.168.10.196","TCP","1514","148920","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5831842 Ack=1 Win=262144 Len=1460"
"4442","6.569177","192.168.10.184","192.168.10.196","TCP","1514","150380","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5833302 Ack=1 Win=262144 Len=1460"
"4443","6.569178","192.168.10.184","192.168.10.196","TCP","1514","151840","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5834762 Ack=1 Win=262144 Len=1460"
"4444","6.569179","192.168.10.184","192.168.10.196","TCP","1514","153300","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5836222 Ack=1 Win=262144 Len=1460"
"4445","6.569179","192.168.10.184","192.168.10.196","TCP","1514","154760","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5837682 Ack=1 Win=262144 Len=1460"
"4446","6.569180","192.168.10.184","192.168.10.196","TCP","1514","156220","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5839142 Ack=1 Win=262144 Len=1460"
"4447","6.569181","192.168.10.184","192.168.10.196","TCP","1514","157680","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5840602 Ack=1 Win=262144 Len=1460"
"4448","6.569181","192.168.10.184","192.168.10.196","TCP","1514","159140","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5842062 Ack=1 Win=262144 Len=1460"
"4449","6.569182","192.168.10.184","192.168.10.196","TCP","1514","160600","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5843522 Ack=1 Win=262144 Len=1460"
"4450","6.569183","192.168.10.184","192.168.10.196","TCP","1514","162060","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5844982 Ack=1 Win=262144 Len=1460"
"4451","6.569183","192.168.10.184","192.168.10.196","TCP","1514","163520","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5846442 Ack=1 Win=262144 Len=1460"
"4452","6.569184","192.168.10.184","192.168.10.196","TCP","1514","164980","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5847902 Ack=1 Win=262144 Len=1460"
"4453","6.569185","192.168.10.184","192.168.10.196","TCP","1514","166440","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5849362 Ack=1 Win=262144 Len=1460"
"4454","6.569185","192.168.10.184","192.168.10.196","TCP","1514","167900","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5850822 Ack=1 Win=262144 Len=1460"
"4455","6.569186","192.168.10.184","192.168.10.196","TCP","1514","169360","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5852282 Ack=1 Win=262144 Len=1460"
"4456","6.569187","192.168.10.184","192.168.10.196","TCP","1514","170820","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5853742 Ack=1 Win=262144 Len=1460"
"4457","6.569187","192.168.10.184","192.168.10.196","TCP","1514","172280","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5855202 Ack=1 Win=262144 Len=1460"
"4458","6.569188","192.168.10.184","192.168.10.196","TCP","1514","173740","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5856662 Ack=1 Win=262144 Len=1460"
"4459","6.569646","192.168.10.196","192.168.10.184","TCP","54","","0.000458000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=5713582 Win=212992 Len=0"
"4460","6.569831","192.168.10.184","192.168.10.196","TCP","1514","146000","0.000185000","1460","262144","52343  >  5201 [ACK] Seq=5858122 Ack=1 Win=262144 Len=1460"
"4461","6.569832","192.168.10.184","192.168.10.196","TCP","1514","147460","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5859582 Ack=1 Win=262144 Len=1460"
"4462","6.569833","192.168.10.184","192.168.10.196","TCP","1514","148920","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5861042 Ack=1 Win=262144 Len=1460"
"4463","6.569834","192.168.10.184","192.168.10.196","TCP","1514","150380","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5862502 Ack=1 Win=262144 Len=1460"
"4464","6.569834","192.168.10.184","192.168.10.196","TCP","1514","151840","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5863962 Ack=1 Win=262144 Len=1460"
"4465","6.569835","192.168.10.184","192.168.10.196","TCP","1514","153300","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5865422 Ack=1 Win=262144 Len=1460"
"4466","6.569836","192.168.10.184","192.168.10.196","TCP","1514","154760","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5866882 Ack=1 Win=262144 Len=1460"
"4467","6.569836","192.168.10.184","192.168.10.196","TCP","1514","156220","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5868342 Ack=1 Win=262144 Len=1460"
"4468","6.569837","192.168.10.184","192.168.10.196","TCP","1514","157680","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5869802 Ack=1 Win=262144 Len=1460"
"4469","6.569837","192.168.10.184","192.168.10.196","TCP","1514","159140","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5871262 Ack=1 Win=262144 Len=1460"
"4470","6.569838","192.168.10.184","192.168.10.196","TCP","1514","160600","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5872722 Ack=1 Win=262144 Len=1460"
"4471","6.569839","192.168.10.184","192.168.10.196","TCP","1514","162060","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5874182 Ack=1 Win=262144 Len=1460"
"4472","6.569840","192.168.10.184","192.168.10.196","TCP","1514","163520","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5875642 Ack=1 Win=262144 Len=1460"
"4473","6.569840","192.168.10.184","192.168.10.196","TCP","1514","164980","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5877102 Ack=1 Win=262144 Len=1460"
"4474","6.569841","192.168.10.184","192.168.10.196","TCP","1514","166440","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5878562 Ack=1 Win=262144 Len=1460"
"4475","6.569841","192.168.10.184","192.168.10.196","TCP","1514","167900","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5880022 Ack=1 Win=262144 Len=1460"
"4476","6.569842","192.168.10.184","192.168.10.196","TCP","1514","169360","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5881482 Ack=1 Win=262144 Len=1460"
"4477","6.569843","192.168.10.184","192.168.10.196","TCP","1514","170820","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5882942 Ack=1 Win=262144 Len=1460"
"4478","6.569843","192.168.10.184","192.168.10.196","TCP","1514","172280","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5884402 Ack=1 Win=262144 Len=1460"
"4479","6.569844","192.168.10.184","192.168.10.196","TCP","1514","173740","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5885862 Ack=1 Win=262144 Len=1460"
"4480","6.569844","192.168.10.184","192.168.10.196","TCP","1514","175200","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5887322 Ack=1 Win=262144 Len=1460"
"4481","6.572896","192.168.10.196","192.168.10.184","TCP","54","","0.003052000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=5722342 Win=212992 Len=0"
"4482","6.573024","192.168.10.184","192.168.10.196","TCP","1514","167900","0.000128000","1460","262144","52343  >  5201 [ACK] Seq=5888782 Ack=1 Win=262144 Len=1460"
"4483","6.573025","192.168.10.184","192.168.10.196","TCP","1514","169360","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5890242 Ack=1 Win=262144 Len=1460"
"4484","6.573026","192.168.10.184","192.168.10.196","TCP","1514","170820","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5891702 Ack=1 Win=262144 Len=1460"
"4485","6.573026","192.168.10.184","192.168.10.196","TCP","1514","172280","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5893162 Ack=1 Win=262144 Len=1460"
"4486","6.573027","192.168.10.184","192.168.10.196","TCP","1514","173740","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5894622 Ack=1 Win=262144 Len=1460"
"4487","6.573028","192.168.10.184","192.168.10.196","TCP","1514","175200","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5896082 Ack=1 Win=262144 Len=1460"
"4488","6.573513","192.168.10.196","192.168.10.184","TCP","54","","0.000485000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=5745702 Win=212992 Len=0"
"4489","6.573675","192.168.10.184","192.168.10.196","TCP","1514","153300","0.000162000","1460","262144","52343  >  5201 [ACK] Seq=5897542 Ack=1 Win=262144 Len=1460"
"4490","6.573676","192.168.10.184","192.168.10.196","TCP","1514","154760","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5899002 Ack=1 Win=262144 Len=1460"
"4491","6.573677","192.168.10.184","192.168.10.196","TCP","1514","156220","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5900462 Ack=1 Win=262144 Len=1460"
"4492","6.573677","192.168.10.184","192.168.10.196","TCP","1514","157680","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5901922 Ack=1 Win=262144 Len=1460"
"4493","6.573678","192.168.10.184","192.168.10.196","TCP","1514","159140","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5903382 Ack=1 Win=262144 Len=1460"
"4494","6.573679","192.168.10.184","192.168.10.196","TCP","1514","160600","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5904842 Ack=1 Win=262144 Len=1460"
"4495","6.573679","192.168.10.184","192.168.10.196","TCP","1514","162060","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5906302 Ack=1 Win=262144 Len=1460"
"4496","6.573680","192.168.10.184","192.168.10.196","TCP","1514","163520","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5907762 Ack=1 Win=262144 Len=1460"
"4497","6.573681","192.168.10.184","192.168.10.196","TCP","1514","164980","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5909222 Ack=1 Win=262144 Len=1460"
"4498","6.573681","192.168.10.184","192.168.10.196","TCP","1514","166440","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5910682 Ack=1 Win=262144 Len=1460"
"4499","6.573682","192.168.10.184","192.168.10.196","TCP","1514","167900","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5912142 Ack=1 Win=262144 Len=1460"
"4500","6.573683","192.168.10.184","192.168.10.196","TCP","1514","169360","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5913602 Ack=1 Win=262144 Len=1460"
"4501","6.573683","192.168.10.184","192.168.10.196","TCP","1514","170820","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5915062 Ack=1 Win=262144 Len=1460"
"4502","6.573684","192.168.10.184","192.168.10.196","TCP","1514","172280","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5916522 Ack=1 Win=262144 Len=1460"
"4503","6.573685","192.168.10.184","192.168.10.196","TCP","1514","173740","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5917982 Ack=1 Win=262144 Len=1460"
"4504","6.573685","192.168.10.184","192.168.10.196","TCP","1514","175200","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5919442 Ack=1 Win=262144 Len=1460"
"4505","6.574404","192.168.10.196","192.168.10.184","TCP","54","","0.000719000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=5748622 Win=212992 Len=0"
"4506","6.574515","192.168.10.184","192.168.10.196","TCP","1514","173740","0.000111000","1460","262144","52343  >  5201 [ACK] Seq=5920902 Ack=1 Win=262144 Len=1460"
"4507","6.574516","192.168.10.184","192.168.10.196","TCP","1514","175200","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5922362 Ack=1 Win=262144 Len=1460"
"4508","6.577255","192.168.10.196","192.168.10.184","TCP","54","","0.002739000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=5757382 Win=212992 Len=0"
"4509","6.577402","192.168.10.184","192.168.10.196","TCP","1514","167900","0.000147000","1460","262144","52343  >  5201 [ACK] Seq=5923822 Ack=1 Win=262144 Len=1460"
"4510","6.577403","192.168.10.184","192.168.10.196","TCP","1514","169360","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5925282 Ack=1 Win=262144 Len=1460"
"4511","6.577403","192.168.10.184","192.168.10.196","TCP","1514","170820","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5926742 Ack=1 Win=262144 Len=1460"
"4512","6.577404","192.168.10.184","192.168.10.196","TCP","1514","172280","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5928202 Ack=1 Win=262144 Len=1460"
"4513","6.577405","192.168.10.184","192.168.10.196","TCP","1514","173740","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5929662 Ack=1 Win=262144 Len=1460"
"4514","6.577405","192.168.10.184","192.168.10.196","TCP","1514","175200","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5931122 Ack=1 Win=262144 Len=1460"
"4515","6.580606","192.168.10.196","192.168.10.184","TCP","54","","0.003201000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=5766142 Win=212992 Len=0"
"4516","6.580737","192.168.10.184","192.168.10.196","TCP","1514","167900","0.000131000","1460","262144","52343  >  5201 [ACK] Seq=5932582 Ack=1 Win=262144 Len=1460"
"4517","6.580738","192.168.10.184","192.168.10.196","TCP","1514","169360","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5934042 Ack=1 Win=262144 Len=1460"
"4518","6.580739","192.168.10.184","192.168.10.196","TCP","1514","170820","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5935502 Ack=1 Win=262144 Len=1460"
"4519","6.580739","192.168.10.184","192.168.10.196","TCP","1514","172280","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5936962 Ack=1 Win=262144 Len=1460"
"4520","6.580740","192.168.10.184","192.168.10.196","TCP","1514","173740","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5938422 Ack=1 Win=262144 Len=1460"
"4521","6.580741","192.168.10.184","192.168.10.196","TCP","1514","175200","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5939882 Ack=1 Win=262144 Len=1460"
"4522","6.580741","192.168.10.184","192.168.10.196","TCP","1514","176660","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5941342 Ack=1 Win=262144 Len=1460"
"4523","6.644634","192.168.10.196","192.168.10.184","TCP","54","","0.063893000","0","212992","5201  >  52343 [ACK] Seq=1 Ack=5780742 Win=212992 Len=0"
"4524","6.644781","192.168.10.184","192.168.10.196","TCP","1514","163520","0.000147000","1460","262144","52343  >  5201 [ACK] Seq=5942802 Ack=1 Win=262144 Len=1460"
"4525","6.644782","192.168.10.184","192.168.10.196","TCP","1514","164980","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5944262 Ack=1 Win=262144 Len=1460"
"4526","6.644784","192.168.10.184","192.168.10.196","TCP","1514","166440","0.000002000","1460","262144","52343  >  5201 [ACK] Seq=5945722 Ack=1 Win=262144 Len=1460"
"4527","6.644784","192.168.10.184","192.168.10.196","TCP","1514","167900","0.000000000","1460","262144","52343  >  5201 [ACK] Seq=5947182 Ack=1 Win=262144 Len=1460"
"4528","6.644785","192.168.10.184","192.168.10.196","TCP","1514","169360","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5948642 Ack=1 Win=262144 Len=1460"
"4529","6.644786","192.168.10.184","192.168.10.196","TCP","1514","170820","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5950102 Ack=1 Win=262144 Len=1460"
"4530","6.644787","192.168.10.184","192.168.10.196","TCP","1514","172280","0.000001000","1460","262144","52343  >  5201 [ACK] Seq=5951562 Ack=1 Win=262144 Len=1460"
