"No.","Time","Source","Destination","Length","Protocol","TCP Delta","Sequence Number","TCP Segment Len","ACK","Calculated window size","Bytes in flight","Info"
"1522","2.663376","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2054258","1460","1","262144","172280","52343  >  5201[BoundErrorUnreassembled Packet]"
"1523","2.663377","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2055718","1460","1","262144","173740","52343  >  5201[BoundErrorUnreassembled Packet]"
"1524","2.663378","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2057178","1460","1","262144","175200","52343  >  5201[BoundErrorUnreassembled Packet]"
"1525","2.663378","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2058638","1460","1","262144","176660","52343  >  5201[BoundErrorUnreassembled Packet]"
"1526","2.663379","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2060098","1460","1","262144","178120","52343  >  5201[BoundErrorUnreassembled Packet]"
"1527","2.663380","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2061558","1460","1","262144","179580","52343  >  5201[BoundErrorUnreassembled Packet]"
"1528","2.663380","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2063018","1460","1","262144","181040","52343  >  5201[BoundErrorUnreassembled Packet]"
"1529","2.663380","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2064478","1460","1","262144","182500","52343  >  5201[BoundErrorUnreassembled Packet]"
"1530","2.663381","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2065938","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"1531","2.663382","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2067398","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"1532","2.663383","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2068858","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"1533","2.663383","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2070318","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"1534","2.663384","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2071778","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"1535","2.663384","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2073238","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"1536","2.663385","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2074698","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"1537","2.663385","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2076158","1460","1","262144","194180","52343  >  5201[BoundErrorUnreassembled Packet]"
"1538","2.663386","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2077618","1460","1","262144","195640","52343  >  5201[BoundErrorUnreassembled Packet]"
"1539","2.663386","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2079078","1460","1","262144","197100","52343  >  5201[BoundErrorUnreassembled Packet]"
"1540","2.663387","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2080538","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"1541","2.663388","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2081998","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"1542","2.663388","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2083458","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"1543","2.663389","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2084918","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"1544","2.663389","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2086378","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"1545","2.663390","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2087838","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"1546","2.663390","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2089298","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"1547","2.663391","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2090758","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"1548","2.663391","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2092218","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"1549","2.663392","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2093678","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1550","2.664759","192.168.10.196","192.168.10.184","54","TCP","0.001367000","1","0","1930158","212992","","5201  >  52343 [ACK] Seq=1 Ack=1930158 Win=212992 Len=0"
"1551","2.664893","192.168.10.184","192.168.10.196","1514","iPerf3","0.000134000","2095138","1460","1","262144","166440","52343  >  5201[BoundErrorUnreassembled Packet]"
"1552","2.664893","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2096598","1460","1","262144","167900","52343  >  5201[BoundErrorUnreassembled Packet]"
"1553","2.664894","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2098058","1460","1","262144","169360","52343  >  5201[BoundErrorUnreassembled Packet]"
"1554","2.664894","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2099518","1460","1","262144","170820","52343  >  5201[BoundErrorUnreassembled Packet]"
"1555","2.664895","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2100978","1460","1","262144","172280","52343  >  5201[BoundErrorUnreassembled Packet]"
"1556","2.664895","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2102438","1460","1","262144","173740","52343  >  5201[BoundErrorUnreassembled Packet]"
"1557","2.664896","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2103898","1460","1","262144","175200","52343  >  5201[BoundErrorUnreassembled Packet]"
"1558","2.664896","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2105358","1460","1","262144","176660","52343  >  5201[BoundErrorUnreassembled Packet]"
"1559","2.664896","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2106818","1460","1","262144","178120","52343  >  5201[BoundErrorUnreassembled Packet]"
"1560","2.664897","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2108278","1460","1","262144","179580","52343  >  5201[BoundErrorUnreassembled Packet]"
"1561","2.664897","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2109738","1460","1","262144","181040","52343  >  5201[BoundErrorUnreassembled Packet]"
"1562","2.664898","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2111198","1460","1","262144","182500","52343  >  5201[BoundErrorUnreassembled Packet]"
"1563","2.664898","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2112658","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"1564","2.664899","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2114118","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"1565","2.664899","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2115578","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"1566","2.664900","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2117038","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"1567","2.664900","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2118498","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"1568","2.664901","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2119958","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"1569","2.664901","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2121418","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"1570","2.664901","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2122878","1460","1","262144","194180","52343  >  5201[BoundErrorUnreassembled Packet]"
"1571","2.664902","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2124338","1460","1","262144","195640","52343  >  5201[BoundErrorUnreassembled Packet]"
"1572","2.664902","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2125798","1460","1","262144","197100","52343  >  5201[BoundErrorUnreassembled Packet]"
"1573","2.664903","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2127258","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"1574","2.664903","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2128718","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"1575","2.664904","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2130178","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"1576","2.664904","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2131638","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"1577","2.664904","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2133098","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"1578","2.664905","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2134558","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"1579","2.664905","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2136018","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"1580","2.664906","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2137478","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"1581","2.664906","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2138938","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"1582","2.664907","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2140398","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1583","2.665253","192.168.10.196","192.168.10.184","54","TCP","0.000346000","1","0","1946218","212992","","5201  >  52343 [ACK] Seq=1 Ack=1946218 Win=212992 Len=0"
"1584","2.665329","192.168.10.184","192.168.10.196","1514","iPerf3","0.000076000","2141858","1460","1","262144","197100","52343  >  5201[BoundErrorUnreassembled Packet]"
"1585","2.665330","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2143318","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"1586","2.665330","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2144778","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"1587","2.665331","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2146238","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"1588","2.665331","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2147698","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"1589","2.665332","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2149158","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"1590","2.665332","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2150618","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"1591","2.665332","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2152078","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"1592","2.665333","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2153538","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"1593","2.665333","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2154998","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"1594","2.665333","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2156458","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1595","2.673645","192.168.10.196","192.168.10.184","54","TCP","0.008312000","1","0","1966658","212992","","5201  >  52343 [ACK] Seq=1 Ack=1966658 Win=212992 Len=0"
"1596","2.673701","192.168.10.184","192.168.10.196","1514","iPerf3","0.000056000","2157918","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"1597","2.673702","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2159378","1460","1","262144","194180","52343  >  5201[BoundErrorUnreassembled Packet]"
"1598","2.673702","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2160838","1460","1","262144","195640","52343  >  5201[BoundErrorUnreassembled Packet]"
"1599","2.673702","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2162298","1460","1","262144","197100","52343  >  5201[BoundErrorUnreassembled Packet]"
"1600","2.673702","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2163758","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"1601","2.673703","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2165218","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"1602","2.673703","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2166678","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"1603","2.673704","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2168138","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"1604","2.673704","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2169598","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"1605","2.673704","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2171058","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"1606","2.673705","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2172518","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"1607","2.673705","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2173978","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"1608","2.673705","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2175438","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"1609","2.673706","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2176898","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1610","2.675419","192.168.10.196","192.168.10.184","54","TCP","0.001713000","1","0","1972498","212992","","5201  >  52343 [ACK] Seq=1 Ack=1972498 Win=212992 Len=0"
"1611","2.675456","192.168.10.184","192.168.10.196","1514","iPerf3","0.000037000","2178358","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"1612","2.675456","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2179818","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"1613","2.675457","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2181278","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"1614","2.675457","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2182738","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1615","2.677288","192.168.10.196","192.168.10.184","54","TCP","0.001831000","1","0","1984178","212992","","5201  >  52343 [ACK] Seq=1 Ack=1984178 Win=212992 Len=0"
"1616","2.677329","192.168.10.184","192.168.10.196","1514","iPerf3","0.000041000","2184198","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"1617","2.677329","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2185658","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"1618","2.677329","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2187118","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"1619","2.677330","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2188578","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"1620","2.677330","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2190038","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"1621","2.677330","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2191498","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"1622","2.677331","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2192958","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"1623","2.677331","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2194418","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1624","2.678470","192.168.10.196","192.168.10.184","54","TCP","0.001139000","1","0","1985638","212992","","5201  >  52343 [ACK] Seq=1 Ack=1985638 Win=212992 Len=0"
"1625","2.678498","192.168.10.184","192.168.10.196","1514","iPerf3","0.000028000","2195878","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1626","2.681102","192.168.10.196","192.168.10.184","54","TCP","0.002604000","1","0","1988558","212992","","5201  >  52343 [ACK] Seq=1 Ack=1988558 Win=212992 Len=0"
"1627","2.681131","192.168.10.184","192.168.10.196","1514","iPerf3","0.000029000","2197338","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"1628","2.681132","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2198798","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1629","2.783694","192.168.10.196","192.168.10.184","54","TCP","0.102562000","1","0","2003158","212992","","5201  >  52343 [ACK] Seq=1 Ack=2003158 Win=212992 Len=0"
"1630","2.783837","192.168.10.184","192.168.10.196","1514","iPerf3","0.000143000","2200258","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"1631","2.783838","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2201718","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"1632","2.783839","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2203178","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"1633","2.783840","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2204638","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"1634","2.783841","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2206098","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"1635","2.783842","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2207558","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"1636","2.783843","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2209018","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"1637","2.783843","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2210478","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"1638","2.783844","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2211938","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"1639","2.783845","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2213398","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1640","2.784322","192.168.10.196","192.168.10.184","54","TCP","0.000477000","1","0","2010458","212992","","5201  >  52343 [ACK] Seq=1 Ack=2010458 Win=212992 Len=0"
"1641","2.784450","192.168.10.184","192.168.10.196","1514","iPerf3","0.000128000","2214858","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"1642","2.784451","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2216318","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"1643","2.784451","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2217778","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"1644","2.784452","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2219238","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"1645","2.784453","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2220698","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1646","2.784913","192.168.10.196","192.168.10.184","54","TCP","0.000460000","1","0","2019218","212992","","5201  >  52343 [ACK] Seq=1 Ack=2019218 Win=212992 Len=0"
"1647","2.785040","192.168.10.184","192.168.10.196","1514","iPerf3","0.000127000","2222158","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"1648","2.785041","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2223618","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"1649","2.785042","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2225078","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"1650","2.785042","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2226538","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"1651","2.785043","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2227998","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"1652","2.785044","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2229458","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1653","2.788589","192.168.10.196","192.168.10.184","54","TCP","0.003545000","1","0","2045498","212992","","5201  >  52343 [ACK] Seq=1 Ack=2045498 Win=212992 Len=0"
"1654","2.788771","192.168.10.184","192.168.10.196","1514","iPerf3","0.000182000","2230918","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"1655","2.788772","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2232378","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"1656","2.788773","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2233838","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"1657","2.788774","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2235298","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"1658","2.788774","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2236758","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"1659","2.788775","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2238218","1460","1","262144","194180","52343  >  5201[BoundErrorUnreassembled Packet]"
"1660","2.788775","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2239678","1460","1","262144","195640","52343  >  5201[BoundErrorUnreassembled Packet]"
"1661","2.788776","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2241138","1460","1","262144","197100","52343  >  5201[BoundErrorUnreassembled Packet]"
"1662","2.788777","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2242598","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"1663","2.788778","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2244058","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"1664","2.788779","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2245518","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"1665","2.788779","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2246978","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"1666","2.788780","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2248438","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"1667","2.788781","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2249898","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"1668","2.788781","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2251358","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"1669","2.788782","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2252818","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"1670","2.788782","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2254278","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"1671","2.788783","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2255738","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1672","2.789273","192.168.10.196","192.168.10.184","54","TCP","0.000490000","1","0","2063018","212992","","5201  >  52343 [ACK] Seq=1 Ack=2063018 Win=212992 Len=0"
"1673","2.789422","192.168.10.184","192.168.10.196","1514","iPerf3","0.000149000","2257198","1460","1","262144","195640","52343  >  5201[BoundErrorUnreassembled Packet]"
"1674","2.789423","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2258658","1460","1","262144","197100","52343  >  5201[BoundErrorUnreassembled Packet]"
"1675","2.789424","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2260118","1460","1","262144","198560","52343  >  5201[BoundErrorUnreassembled Packet]"
"1676","2.789424","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2261578","1460","1","262144","200020","52343  >  5201[BoundErrorUnreassembled Packet]"
"1677","2.789425","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2263038","1460","1","262144","201480","52343  >  5201[BoundErrorUnreassembled Packet]"
"1678","2.789426","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2264498","1460","1","262144","202940","52343  >  5201[BoundErrorUnreassembled Packet]"
"1679","2.789426","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2265958","1460","1","262144","204400","52343  >  5201[BoundErrorUnreassembled Packet]"
"1680","2.789427","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2267418","1460","1","262144","205860","52343  >  5201[BoundErrorUnreassembled Packet]"
"1681","2.789428","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2268878","1460","1","262144","207320","52343  >  5201[BoundErrorUnreassembled Packet]"
"1682","2.789428","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2270338","1460","1","262144","208780","52343  >  5201[BoundErrorUnreassembled Packet]"
"1683","2.789429","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2271798","1460","1","262144","210240","52343  >  5201[BoundErrorUnreassembled Packet]"
"1684","2.789430","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2273258","1460","1","262144","211700","52343  >  5201[BoundErrorUnreassembled Packet]"
"1685","2.789740","192.168.10.196","192.168.10.184","54","TCP","0.000310000","1","0","2109738","212992","","5201  >  52343 [ACK] Seq=1 Ack=2109738 Win=212992 Len=0"
"1686","2.789932","192.168.10.184","192.168.10.196","1514","iPerf3","0.000192000","2274718","1460","1","262144","166440","52343  >  5201[BoundErrorUnreassembled Packet]"
"1687","2.789933","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2276178","1460","1","262144","167900","52343  >  5201[BoundErrorUnreassembled Packet]"
"1688","2.789933","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","2277638","1460","1","262144","169360","52343  >  5201[BoundErrorUnreassembled Packet]"
"1689","2.789934","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2279098","1460","1","262144","170820","52343  >  5201[BoundErrorUnreassembled Packet]"
"1690","2.789935","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2280558","1460","1","262144","172280","52343  >  5201[BoundErrorUnreassembled Packet]"
"1691","2.789936","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","2282018","1460","1","262144","173740","52343  >  5201[BoundErrorUnreassembled Packet]"
