"No.","Time","Source","Destination","Length","Protocol","TCP Delta","Sequence Number","TCP Segment Len","ACK","Calculated window size","Bytes in flight","Info"
"5199","7.174298","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6848002","1460","1","262144","176660","52343  >  5201[BoundErrorUnreassembled Packet]"
"5200","7.174298","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6849462","1460","1","262144","178120","52343  >  5201[BoundErrorUnreassembled Packet]"
"5201","7.174299","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6850922","1460","1","262144","179580","52343  >  5201[BoundErrorUnreassembled Packet]"
"5202","7.174300","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6852382","1460","1","262144","181040","52343  >  5201[BoundErrorUnreassembled Packet]"
"5203","7.174301","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6853842","1460","1","262144","182500","52343  >  5201[BoundErrorUnreassembled Packet]"
"5204","7.174301","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6855302","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"5205","7.174302","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6856762","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"5206","7.174303","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6858222","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"5207","7.174303","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6859682","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"5208","7.174304","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6861142","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5209","7.174305","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6862602","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5210","7.177743","192.168.10.196","192.168.10.184","54","TCP","0.003438000","1","0","6678642","212992","","5201  >  52343 [ACK] Seq=1 Ack=6678642 Win=212992 Len=0"
"5211","7.177869","192.168.10.184","192.168.10.196","1514","iPerf3","0.000126000","6864062","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"5212","7.177870","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6865522","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"5213","7.177871","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6866982","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5214","7.177872","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6868442","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5215","7.243241","192.168.10.196","192.168.10.184","54","TCP","0.065369000","1","0","6693242","212992","","5201  >  52343 [ACK] Seq=1 Ack=6693242 Win=212992 Len=0"
"5216","7.243385","192.168.10.184","192.168.10.196","1514","iPerf3","0.000144000","6869902","1460","1","262144","178120","52343  >  5201[BoundErrorUnreassembled Packet]"
"5217","7.243386","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6871362","1460","1","262144","179580","52343  >  5201[BoundErrorUnreassembled Packet]"
"5218","7.243387","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6872822","1460","1","262144","181040","52343  >  5201[BoundErrorUnreassembled Packet]"
"5219","7.243388","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6874282","1460","1","262144","182500","52343  >  5201[BoundErrorUnreassembled Packet]"
"5220","7.243388","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6875742","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"5221","7.243389","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6877202","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"5222","7.243390","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6878662","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"5223","7.243391","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6880122","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"5224","7.243391","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6881582","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5225","7.243392","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6883042","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5226","7.284528","192.168.10.196","192.168.10.184","54","TCP","0.041136000","1","0","6696162","212992","","5201  >  52343 [ACK] Seq=1 Ack=6696162 Win=212992 Len=0"
"5227","7.284606","192.168.10.184","192.168.10.196","1514","iPerf3","0.000078000","6884502","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5228","7.284607","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6885962","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5229","7.285221","192.168.10.196","192.168.10.184","54","TCP","0.000614000","1","0","6725362","212992","","5201  >  52343 [ACK] Seq=1 Ack=6725362 Win=212992 Len=0"
"5230","7.285316","192.168.10.184","192.168.10.196","1514","iPerf3","0.000095000","6887422","1460","1","262144","163520","52343  >  5201[BoundErrorUnreassembled Packet]"
"5231","7.285316","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6888882","1460","1","262144","164980","52343  >  5201[BoundErrorUnreassembled Packet]"
"5232","7.285317","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6890342","1460","1","262144","166440","52343  >  5201[BoundErrorUnreassembled Packet]"
"5233","7.285317","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6891802","1460","1","262144","167900","52343  >  5201[BoundErrorUnreassembled Packet]"
"5234","7.285318","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6893262","1460","1","262144","169360","52343  >  5201[BoundErrorUnreassembled Packet]"
"5235","7.285318","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6894722","1460","1","262144","170820","52343  >  5201[BoundErrorUnreassembled Packet]"
"5236","7.285319","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6896182","1460","1","262144","172280","52343  >  5201[BoundErrorUnreassembled Packet]"
"5237","7.285319","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6897642","1460","1","262144","173740","52343  >  5201[BoundErrorUnreassembled Packet]"
"5238","7.285320","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6899102","1460","1","262144","175200","52343  >  5201[BoundErrorUnreassembled Packet]"
"5239","7.285320","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6900562","1460","1","262144","176660","52343  >  5201[BoundErrorUnreassembled Packet]"
"5240","7.285321","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6902022","1460","1","262144","178120","52343  >  5201[BoundErrorUnreassembled Packet]"
"5241","7.285321","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6903482","1460","1","262144","179580","52343  >  5201[BoundErrorUnreassembled Packet]"
"5242","7.285322","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6904942","1460","1","262144","181040","52343  >  5201[BoundErrorUnreassembled Packet]"
"5243","7.285322","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6906402","1460","1","262144","182500","52343  >  5201[BoundErrorUnreassembled Packet]"
"5244","7.285323","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6907862","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"5245","7.285323","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6909322","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"5246","7.285324","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6910782","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"5247","7.285324","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6912242","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"5248","7.285324","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6913702","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5249","7.285325","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6915162","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5250","7.286629","192.168.10.196","192.168.10.184","54","TCP","0.001304000","1","0","6728282","212992","","5201  >  52343 [ACK] Seq=1 Ack=6728282 Win=212992 Len=0"
"5251","7.286682","192.168.10.184","192.168.10.196","1514","iPerf3","0.000053000","6916622","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5252","7.286683","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6918082","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5253","7.288605","192.168.10.196","192.168.10.184","54","TCP","0.001922000","1","0","6737042","212992","","5201  >  52343 [ACK] Seq=1 Ack=6737042 Win=212992 Len=0"
"5254","7.288703","192.168.10.184","192.168.10.196","1514","iPerf3","0.000098000","6919542","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"5255","7.288703","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6921002","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"5256","7.288704","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6922462","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"5257","7.288705","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6923922","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"5258","7.288706","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6925382","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5259","7.288706","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6926842","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5260","7.289875","192.168.10.196","192.168.10.184","54","TCP","0.001169000","1","0","6767702","212992","","5201  >  52343 [ACK] Seq=1 Ack=6767702 Win=212992 Len=0"
"5261","7.289988","192.168.10.184","192.168.10.196","1514","iPerf3","0.000113000","6928302","1460","1","262144","162060","52343  >  5201[BoundErrorUnreassembled Packet]"
"5262","7.289988","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6929762","1460","1","262144","163520","52343  >  5201[BoundErrorUnreassembled Packet]"
"5263","7.289989","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6931222","1460","1","262144","164980","52343  >  5201[BoundErrorUnreassembled Packet]"
"5264","7.289989","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6932682","1460","1","262144","166440","52343  >  5201[BoundErrorUnreassembled Packet]"
"5265","7.289990","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6934142","1460","1","262144","167900","52343  >  5201[BoundErrorUnreassembled Packet]"
"5266","7.289991","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6935602","1460","1","262144","169360","52343  >  5201[BoundErrorUnreassembled Packet]"
"5267","7.289991","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6937062","1460","1","262144","170820","52343  >  5201[BoundErrorUnreassembled Packet]"
"5268","7.289992","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6938522","1460","1","262144","172280","52343  >  5201[BoundErrorUnreassembled Packet]"
"5269","7.289992","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6939982","1460","1","262144","173740","52343  >  5201[BoundErrorUnreassembled Packet]"
"5270","7.289993","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6941442","1460","1","262144","175200","52343  >  5201[BoundErrorUnreassembled Packet]"
"5271","7.289993","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6942902","1460","1","262144","176660","52343  >  5201[BoundErrorUnreassembled Packet]"
"5272","7.289994","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6944362","1460","1","262144","178120","52343  >  5201[BoundErrorUnreassembled Packet]"
"5273","7.289994","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6945822","1460","1","262144","179580","52343  >  5201[BoundErrorUnreassembled Packet]"
"5274","7.289995","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6947282","1460","1","262144","181040","52343  >  5201[BoundErrorUnreassembled Packet]"
"5275","7.289995","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6948742","1460","1","262144","182500","52343  >  5201[BoundErrorUnreassembled Packet]"
"5276","7.289996","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6950202","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"5277","7.289996","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6951662","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"5278","7.289997","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6953122","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"5279","7.289997","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6954582","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"5280","7.290046","192.168.10.184","192.168.10.196","1514","iPerf3","0.000049000","6956042","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5281","7.290046","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6957502","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5282","7.290047","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6958962","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"5283","7.292884","192.168.10.196","192.168.10.184","54","TCP","0.002837000","1","0","6796902","212992","","5201  >  52343 [ACK] Seq=1 Ack=6796902 Win=212992 Len=0"
"5284","7.293010","192.168.10.184","192.168.10.196","1514","iPerf3","0.000126000","6960422","1460","1","262144","164980","52343  >  5201[BoundErrorUnreassembled Packet]"
"5285","7.293010","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6961882","1460","1","262144","166440","52343  >  5201[BoundErrorUnreassembled Packet]"
"5286","7.293011","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6963342","1460","1","262144","167900","52343  >  5201[BoundErrorUnreassembled Packet]"
"5287","7.293011","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6964802","1460","1","262144","169360","52343  >  5201[BoundErrorUnreassembled Packet]"
"5288","7.293012","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6966262","1460","1","262144","170820","52343  >  5201[BoundErrorUnreassembled Packet]"
"5289","7.293012","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6967722","1460","1","262144","172280","52343  >  5201[BoundErrorUnreassembled Packet]"
"5290","7.293013","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6969182","1460","1","262144","173740","52343  >  5201[BoundErrorUnreassembled Packet]"
"5291","7.293013","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6970642","1460","1","262144","175200","52343  >  5201[BoundErrorUnreassembled Packet]"
"5292","7.293013","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6972102","1460","1","262144","176660","52343  >  5201[BoundErrorUnreassembled Packet]"
"5293","7.293014","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6973562","1460","1","262144","178120","52343  >  5201[BoundErrorUnreassembled Packet]"
"5294","7.293014","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6975022","1460","1","262144","179580","52343  >  5201[BoundErrorUnreassembled Packet]"
"5295","7.293015","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6976482","1460","1","262144","181040","52343  >  5201[BoundErrorUnreassembled Packet]"
"5296","7.293015","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6977942","1460","1","262144","182500","52343  >  5201[BoundErrorUnreassembled Packet]"
"5297","7.293016","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6979402","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"5298","7.293016","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6980862","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"5299","7.293017","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6982322","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"5300","7.293017","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6983782","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"5301","7.293018","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6985242","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5302","7.293018","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6986702","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5303","7.293018","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6988162","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"5304","7.293611","192.168.10.196","192.168.10.184","54","TCP","0.000593000","1","0","6824642","212992","","5201  >  52343 [ACK] Seq=1 Ack=6824642 Win=212992 Len=0"
"5305","7.293734","192.168.10.184","192.168.10.196","1514","iPerf3","0.000123000","6989622","1460","1","262144","166440","52343  >  5201[BoundErrorUnreassembled Packet]"
"5306","7.293735","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6991082","1460","1","262144","167900","52343  >  5201[BoundErrorUnreassembled Packet]"
"5307","7.293735","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6992542","1460","1","262144","169360","52343  >  5201[BoundErrorUnreassembled Packet]"
"5308","7.293736","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6994002","1460","1","262144","170820","52343  >  5201[BoundErrorUnreassembled Packet]"
"5309","7.293736","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6995462","1460","1","262144","172280","52343  >  5201[BoundErrorUnreassembled Packet]"
"5310","7.293737","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","6996922","1460","1","262144","173740","52343  >  5201[BoundErrorUnreassembled Packet]"
"5311","7.293737","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6998382","1460","1","262144","175200","52343  >  5201[BoundErrorUnreassembled Packet]"
"5312","7.293737","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","6999842","1460","1","262144","176660","52343  >  5201[BoundErrorUnreassembled Packet]"
"5313","7.293738","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7001302","1460","1","262144","178120","52343  >  5201[BoundErrorUnreassembled Packet]"
"5314","7.293738","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7002762","1460","1","262144","179580","52343  >  5201[BoundErrorUnreassembled Packet]"
"5315","7.293739","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7004222","1460","1","262144","181040","52343  >  5201[BoundErrorUnreassembled Packet]"
"5316","7.293739","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7005682","1460","1","262144","182500","52343  >  5201[BoundErrorUnreassembled Packet]"
"5317","7.293740","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7007142","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"5318","7.293740","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7008602","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"5319","7.293741","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7010062","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"5320","7.293741","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7011522","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"5321","7.293742","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7012982","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5322","7.293742","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7014442","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5323","7.293743","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7015902","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"5324","7.294242","192.168.10.196","192.168.10.184","54","TCP","0.000499000","1","0","6859682","212992","","5201  >  52343 [ACK] Seq=1 Ack=6859682 Win=212992 Len=0"
"5325","7.294376","192.168.10.184","192.168.10.196","1514","iPerf3","0.000134000","7017362","1460","1","262144","159140","52343  >  5201[BoundErrorUnreassembled Packet]"
"5326","7.294376","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7018822","1460","1","262144","160600","52343  >  5201[BoundErrorUnreassembled Packet]"
"5327","7.294377","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7020282","1460","1","262144","162060","52343  >  5201[BoundErrorUnreassembled Packet]"
"5328","7.294377","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7021742","1460","1","262144","163520","52343  >  5201[BoundErrorUnreassembled Packet]"
"5329","7.294378","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7023202","1460","1","262144","164980","52343  >  5201[BoundErrorUnreassembled Packet]"
"5330","7.294378","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7024662","1460","1","262144","166440","52343  >  5201[BoundErrorUnreassembled Packet]"
"5331","7.294379","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7026122","1460","1","262144","167900","52343  >  5201[BoundErrorUnreassembled Packet]"
"5332","7.294379","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7027582","1460","1","262144","169360","52343  >  5201[BoundErrorUnreassembled Packet]"
"5333","7.294379","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7029042","1460","1","262144","170820","52343  >  5201[BoundErrorUnreassembled Packet]"
"5334","7.294380","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7030502","1460","1","262144","172280","52343  >  5201[BoundErrorUnreassembled Packet]"
"5335","7.294380","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7031962","1460","1","262144","173740","52343  >  5201[BoundErrorUnreassembled Packet]"
"5336","7.294381","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7033422","1460","1","262144","175200","52343  >  5201[BoundErrorUnreassembled Packet]"
"5337","7.294381","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7034882","1460","1","262144","176660","52343  >  5201[BoundErrorUnreassembled Packet]"
"5338","7.294382","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7036342","1460","1","262144","178120","52343  >  5201[BoundErrorUnreassembled Packet]"
"5339","7.294382","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7037802","1460","1","262144","179580","52343  >  5201[BoundErrorUnreassembled Packet]"
"5340","7.294383","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7039262","1460","1","262144","181040","52343  >  5201[BoundErrorUnreassembled Packet]"
"5341","7.294383","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7040722","1460","1","262144","182500","52343  >  5201[BoundErrorUnreassembled Packet]"
"5342","7.294384","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7042182","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"5343","7.294384","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7043642","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"5344","7.294384","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7045102","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"5345","7.294385","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7046562","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"5346","7.294385","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7048022","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5347","7.294386","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7049482","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5348","7.294386","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7050942","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"5349","7.296613","192.168.10.196","192.168.10.184","54","TCP","0.002227000","1","0","6864062","212992","","5201  >  52343 [ACK] Seq=1 Ack=6864062 Win=212992 Len=0"
"5350","7.296698","192.168.10.184","192.168.10.196","1514","iPerf3","0.000085000","7052402","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5351","7.296698","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7053862","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5352","7.296698","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7055322","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"5353","7.296757","192.168.10.196","192.168.10.184","54","TCP","0.000059000","1","0","6869902","212992","","5201  >  52343 [ACK] Seq=1 Ack=6869902 Win=212992 Len=0"
"5354","7.296822","192.168.10.184","192.168.10.196","1514","iPerf3","0.000065000","7056782","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"5355","7.296822","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7058242","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5356","7.296823","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7059702","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5357","7.296824","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7061162","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
"5358","7.362967","192.168.10.196","192.168.10.184","54","TCP","0.066143000","1","0","6884502","212992","","5201  >  52343 [ACK] Seq=1 Ack=6884502 Win=212992 Len=0"
"5359","7.363115","192.168.10.184","192.168.10.196","1514","iPerf3","0.000148000","7062622","1460","1","262144","179580","52343  >  5201[BoundErrorUnreassembled Packet]"
"5360","7.363116","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7064082","1460","1","262144","181040","52343  >  5201[BoundErrorUnreassembled Packet]"
"5361","7.363117","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7065542","1460","1","262144","182500","52343  >  5201[BoundErrorUnreassembled Packet]"
"5362","7.363118","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7067002","1460","1","262144","183960","52343  >  5201[BoundErrorUnreassembled Packet]"
"5363","7.363118","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7068462","1460","1","262144","185420","52343  >  5201[BoundErrorUnreassembled Packet]"
"5364","7.363119","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7069922","1460","1","262144","186880","52343  >  5201[BoundErrorUnreassembled Packet]"
"5365","7.363120","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7071382","1460","1","262144","188340","52343  >  5201[BoundErrorUnreassembled Packet]"
"5366","7.363120","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7072842","1460","1","262144","189800","52343  >  5201[BoundErrorUnreassembled Packet]"
"5367","7.363121","192.168.10.184","192.168.10.196","1514","iPerf3","0.000001000","7074302","1460","1","262144","191260","52343  >  5201[BoundErrorUnreassembled Packet]"
"5368","7.363121","192.168.10.184","192.168.10.196","1514","iPerf3","0.000000000","7075762","1460","1","262144","192720","52343  >  5201[BoundErrorUnreassembled Packet]"
